id_produto,nome_produto,categoria,preco_unitario
780,Produto 780,Roupas,213.89
781,Produto 781,Eletrônicos,496.38
782,Produto 782,Brinquedos,397.12
783,Produto 783,Eletrônicos,237.92
784,Produto 784,Brinquedos,39.85
785,Produto 785,Roupas,222.8
786,Produto 786,Brinquedos,311.68
787,Produto 787,Alimentos,461.72
788,Produto 788,Brinquedos,476.47
789,Produto 789,Roupas,270.51
790,Produto 790,Brinquedos,297.6
791,Produto 791,Brinquedos,415.04
792,Produto 792,Alimentos,85.58
793,Produto 793,Livros,323.72
794,Produto 794,Livros,215.44
795,Produto 795,Eletrônicos,464.82
796,Produto 796,Roupas,28.64
797,Produto 797,Alimentos,287.58
798,Produto 798,Roupas,469.36
799,Produto 799,Livros,366.66
800,Produto 800,Roupas,119.76
801,Produto 801,Brinquedos,175.67
802,Produto 802,Roupas,290.94
803,Produto 803,Livros,149.91
804,Produto 804,Roupas,67.48
805,Produto 805,Roupas,343.11
806,Produto 806,Eletrônicos,259.29
807,Produto 807,Alimentos,476.31
808,Produto 808,Livros,304.05
809,Produto 809,Livros,417.88
810,Produto 810,Eletrônicos,45.37
811,Produto 811,Alimentos,389.12
812,Produto 812,Livros,299.34
813,Produto 813,Alimentos,385.16
814,Produto 814,Alimentos,401.17
815,Produto 815,Brinquedos,29.78
816,Produto 816,Livros,178.75
817,Produto 817,Alimentos,372.56
818,Produto 818,Alimentos,176.17
819,Produto 819,Livros,429.21
820,Produto 820,Eletrônicos,271.99
821,Produto 821,Livros,407.68
822,Produto 822,Alimentos,54.34
823,Produto 823,Alimentos,78.55
824,Produto 824,Livros,74.38
825,Produto 825,Roupas,169.67
826,Produto 826,Livros,453.35
827,Produto 827,Roupas,445.15
828,Produto 828,Eletrônicos,459.59
829,Produto 829,Livros,394.27
830,Produto 830,Roupas,490.92
831,Produto 831,Livros,50.72
832,Produto 832,Eletrônicos,266.31
833,Produto 833,Alimentos,110.0
834,Produto 834,Brinquedos,254.18
835,Produto 835,Eletrônicos,465.22
836,Produto 836,Brinquedos,22.21
837,Produto 837,Roupas,18.0
838,Produto 838,Livros,57.31
839,Produto 839,Livros,245.41
840,Produto 840,Eletrônicos,319.87
841,Produto 841,Roupas,54.96
842,Produto 842,Eletrônicos,297.72
843,Produto 843,Roupas,239.6
844,Produto 844,Eletrônicos,159.28
845,Produto 845,Alimentos,318.39
846,Produto 846,Livros,471.67
847,Produto 847,Alimentos,92.43
848,Produto 848,Roupas,247.04
849,Produto 849,Alimentos,170.56
850,Produto 850,Brinquedos,59.26
851,Produto 851,Roupas,408.0
852,Produto 852,Alimentos,307.63
853,Produto 853,Brinquedos,74.19
854,Produto 854,Livros,102.18
855,Produto 855,Eletrônicos,231.42
856,Produto 856,Roupas,323.9
857,Produto 857,Brinquedos,166.34
858,Produto 858,Eletrônicos,35.63
859,Produto 859,Roupas,171.25
860,Produto 860,Livros,451.53
861,Produto 861,Roupas,135.35
862,Produto 862,Livros,465.75
863,Produto 863,Alimentos,35.5
864,Produto 864,Roupas,18.21
865,Produto 865,Brinquedos,268.57
866,Produto 866,Eletrônicos,317.91
867,Produto 867,Roupas,303.1
868,Produto 868,Eletrônicos,265.09
869,Produto 869,Eletrônicos,492.07
870,Produto 870,Livros,442.4
871,Produto 871,Eletrônicos,261.69
872,Produto 872,Eletrônicos,312.65
873,Produto 873,Eletrônicos,270.77
874,Produto 874,Roupas,167.57
875,Produto 875,Alimentos,335.45
876,Produto 876,Brinquedos,235.85
877,Produto 877,Eletrônicos,209.09
878,Produto 878,Roupas,22.16
879,Produto 879,Brinquedos,29.33
880,Produto 880,Livros,262.79
881,Produto 881,Livros,323.96
882,Produto 882,Livros,30.26
883,Produto 883,Livros,100.83
884,Produto 884,Eletrônicos,333.63
885,Produto 885,Alimentos,366.34
886,Produto 886,Livros,106.69
887,Produto 887,Brinquedos,199.09
888,Produto 888,Roupas,118.87
889,Produto 889,Eletrônicos,50.89
890,Produto 890,Brinquedos,477.98
891,Produto 891,Livros,388.9
892,Produto 892,Roupas,18.39
893,Produto 893,Roupas,105.21
894,Produto 894,Livros,311.72
895,Produto 895,Alimentos,350.61
896,Produto 896,Brinquedos,470.17
897,Produto 897,Roupas,62.61
898,Produto 898,Alimentos,474.39
899,Produto 899,Roupas,243.48
900,Produto 900,Brinquedos,317.7
901,Produto 901,Livros,124.74
902,Produto 902,Alimentos,341.2
903,Produto 903,Livros,62.91
904,Produto 904,Eletrônicos,136.34
905,Produto 905,Livros,432.42
906,Produto 906,Roupas,42.67
907,Produto 907,Alimentos,256.95
908,Produto 908,Livros,368.74
909,Produto 909,Livros,398.62
910,Produto 910,Alimentos,40.23
911,Produto 911,Livros,369.15
912,Produto 912,Alimentos,416.96
913,Produto 913,Alimentos,141.44
914,Produto 914,Alimentos,124.92
915,Produto 915,Brinquedos,31.11
916,Produto 916,Eletrônicos,420.99
917,Produto 917,Livros,191.01
918,Produto 918,Alimentos,39.64
919,Produto 919,Eletrônicos,152.0
920,Produto 920,Eletrônicos,197.37
921,Produto 921,Alimentos,436.88
922,Produto 922,Livros,325.57
923,Produto 923,Livros,108.61
924,Produto 924,Livros,83.68
925,Produto 925,Eletrônicos,444.77
926,Produto 926,Livros,231.2
927,Produto 927,Livros,69.34
928,Produto 928,Brinquedos,436.76
929,Produto 929,Roupas,474.95
930,Produto 930,Eletrônicos,136.75
931,Produto 931,Livros,371.27
932,Produto 932,Alimentos,215.32
933,Produto 933,Eletrônicos,351.4
934,Produto 934,Roupas,93.14
935,Produto 935,Roupas,359.13
936,Produto 936,Alimentos,341.29
937,Produto 937,Roupas,76.35
938,Produto 938,Roupas,79.19
939,Produto 939,Roupas,330.1
940,Produto 940,Eletrônicos,460.54
941,Produto 941,Alimentos,168.13
942,Produto 942,Brinquedos,265.07
943,Produto 943,Brinquedos,321.71
944,Produto 944,Brinquedos,363.96
945,Produto 945,Roupas,50.45
946,Produto 946,Brinquedos,72.05
947,Produto 947,Roupas,433.18
948,Produto 948,Roupas,131.31
949,Produto 949,Eletrônicos,35.14
950,Produto 950,Brinquedos,279.96
951,Produto 951,Eletrônicos,426.62
952,Produto 952,Alimentos,192.47
953,Produto 953,Roupas,42.47
954,Produto 954,Eletrônicos,494.87
955,Produto 955,Brinquedos,236.14
956,Produto 956,Brinquedos,289.79
957,Produto 957,Alimentos,124.34
958,Produto 958,Alimentos,391.47
959,Produto 959,Eletrônicos,193.0
960,Produto 960,Alimentos,62.63
961,Produto 961,Alimentos,186.42
962,Produto 962,Alimentos,46.08
963,Produto 963,Livros,122.14
964,Produto 964,Alimentos,412.08
965,Produto 965,Roupas,293.05
966,Produto 966,Livros,105.76
967,Produto 967,Roupas,256.9
968,Produto 968,Roupas,123.15
969,Produto 969,Eletrônicos,381.98
970,Produto 970,Alimentos,429.3
971,Produto 971,Eletrônicos,372.97
972,Produto 972,Roupas,57.55
973,Produto 973,Livros,273.22
974,Produto 974,Alimentos,249.35
975,Produto 975,Livros,448.17
976,Produto 976,Livros,165.04
977,Produto 977,Alimentos,28.44
978,Produto 978,Eletrônicos,374.06
979,Produto 979,Brinquedos,100.24
980,Produto 980,Brinquedos,478.18
981,Produto 981,Brinquedos,160.31
982,Produto 982,Brinquedos,244.66
983,Produto 983,Eletrônicos,206.49
984,Produto 984,Roupas,373.76
985,Produto 985,Brinquedos,254.9
986,Produto 986,Brinquedos,305.95
987,Produto 987,Livros,32.79
988,Produto 988,Roupas,211.19
989,Produto 989,Alimentos,79.67
990,Produto 990,Alimentos,49.13
991,Produto 991,Alimentos,363.13
992,Produto 992,Eletrônicos,265.18
993,Produto 993,Alimentos,476.3
994,Produto 994,Brinquedos,457.22
995,Produto 995,Eletrônicos,209.38
996,Produto 996,Livros,247.96
997,Produto 997,Alimentos,61.09
998,Produto 998,Livros,205.36
999,Produto 999,Eletrônicos,193.6
1000,Produto 1000,Brinquedos,350.93
