data,produto,categoria,quantidade,preco_unitario,loja
2024-03-03,Produto 756,Livros,7,2228.37,Loja B
2024-05-01,Produto 520,Livros,6,4442.27,Loja C
2023-05-18,Produto 819,Eletrônicos,10,1550.31,Loja C
2023-06-09,Produto 93,Alimentos,6,3159.97,Loja A
2023-09-09,Produto 390,Livros,8,2879.78,Loja C
2023-01-16,Produto 953,Brinquedos,8,2402.64,Loja B
2023-06-01,Produto 836,Livros,2,1082.11,Loja B
2023-08-07,Produto 402,Alimentos,8,1023.43,Loja C
2024-02-03,Produto 515,Roupas,2,4362.86,Loja D
2023-06-02,Produto 879,Alimentos,4,4623.56,Loja B
2024-04-24,Produto 415,Livros,4,302.83,Loja D
2023-02-20,Produto 621,Brinquedos,5,4129.03,Loja C
2023-06-16,Produto 144,Alimentos,6,4470.45,Loja E
2023-07-18,Produto 547,Eletrônicos,7,4236.71,Loja A
2023-02-10,Produto 784,Livros,8,4072.11,Loja D
2024-02-20,Produto 106,Livros,4,4858.46,Loja D
2023-12-04,Produto 741,Brinquedos,5,1262.28,Loja B
2023-09-16,Produto 380,Brinquedos,10,472.17,Loja A
2024-05-27,Produto 786,Eletrônicos,3,456.61,Loja B
2023-06-08,Produto 281,Eletrônicos,2,3788.57,Loja D
2023-09-03,Produto 10,Eletrônicos,7,2967.98,Loja C
2023-07-22,Produto 641,Brinquedos,4,2405.06,Loja B
2023-08-19,Produto 924,Roupas,9,3955.0,Loja D
2023-02-05,Produto 548,Roupas,5,4269.48,Loja A
2024-05-12,Produto 906,Roupas,4,4025.83,Loja E
2023-11-25,Produto 275,Brinquedos,1,217.29,Loja B
2023-02-16,Produto 716,Livros,1,668.16,Loja C
2023-08-12,Produto 126,Alimentos,7,3780.66,Loja E
2023-07-04,Produto 893,Roupas,9,4404.84,Loja C
2023-11-12,Produto 769,Roupas,6,345.25,Loja D
2024-05-03,Produto 430,Brinquedos,3,4085.49,Loja E
2024-01-27,Produto 304,Alimentos,5,2646.31,Loja C
2023-09-17,Produto 836,Roupas,3,3316.59,Loja E
2024-06-29,Produto 451,Eletrônicos,7,4071.53,Loja E
2023-10-03,Produto 328,Alimentos,8,328.84,Loja B
2023-09-19,Produto 313,Alimentos,10,277.92,Loja A
2024-04-06,Produto 761,Brinquedos,3,4242.58,Loja E
2024-03-21,Produto 301,Eletrônicos,8,4575.41,Loja D
2024-03-06,Produto 409,Roupas,6,3428.58,Loja C
2024-02-05,Produto 690,Alimentos,9,3203.26,Loja E
2024-02-03,Produto 937,Roupas,8,144.19,Loja D
2024-02-07,Produto 649,Livros,1,4444.38,Loja C
2023-07-01,Produto 88,Roupas,2,33.17,Loja C
2023-07-26,Produto 185,Eletrônicos,5,3652.1,Loja D
2024-03-11,Produto 43,Roupas,2,812.66,Loja C
2023-03-10,Produto 498,Eletrônicos,4,802.82,Loja C
2024-03-28,Produto 514,Roupas,8,625.28,Loja E
2024-05-17,Produto 506,Brinquedos,5,4734.47,Loja D
2023-02-13,Produto 866,Eletrônicos,3,1356.37,Loja C
2023-03-15,Produto 557,Livros,9,3673.85,Loja B
2024-02-10,Produto 1,Brinquedos,5,2637.41,Loja A
2023-04-29,Produto 822,Roupas,6,927.36,Loja C
2023-03-08,Produto 661,Livros,2,3311.38,Loja A
2023-06-30,Produto 440,Alimentos,6,4198.54,Loja C
2023-02-13,Produto 639,Roupas,6,1085.97,Loja A
2023-02-26,Produto 1,Brinquedos,2,2063.76,Loja D
2024-01-09,Produto 413,Alimentos,1,960.05,Loja E
2023-09-13,Produto 636,Eletrônicos,2,4774.09,Loja D
2023-12-20,Produto 621,Roupas,7,1772.42,Loja E
2024-01-28,Produto 814,Eletrônicos,8,3188.49,Loja D
2024-05-20,Produto 791,Alimentos,3,1216.64,Loja B
2023-01-14,Produto 446,Roupas,1,4503.16,Loja D
2023-07-31,Produto 406,Alimentos,7,3838.22,Loja E
2024-02-20,Produto 474,Alimentos,1,4153.08,Loja A
2024-02-08,Produto 8,Roupas,9,3944.07,Loja B
2023-04-13,Produto 791,Brinquedos,3,1065.42,Loja A
2024-02-24,Produto 386,Roupas,3,3908.31,Loja C
2023-10-03,Produto 798,Brinquedos,5,1047.92,Loja E
2023-05-24,Produto 654,Brinquedos,4,3027.07,Loja D
2023-03-29,Produto 649,Alimentos,7,4850.32,Loja A
2023-02-23,Produto 230,Brinquedos,5,496.44,Loja B
2023-02-16,Produto 321,Brinquedos,2,1141.8,Loja C
2024-01-22,Produto 82,Brinquedos,3,783.09,Loja D
2024-03-20,Produto 410,Brinquedos,3,2581.04,Loja C
2024-04-26,Produto 471,Livros,6,512.5,Loja D
2024-04-08,Produto 921,Roupas,5,1433.69,Loja A
2023-02-19,Produto 170,Alimentos,8,1791.04,Loja A
2024-02-15,Produto 173,Eletrônicos,1,4526.53,Loja C
2023-07-28,Produto 391,Roupas,10,1310.89,Loja E
2023-07-31,Produto 268,Brinquedos,1,2395.01,Loja E
2023-12-26,Produto 541,Roupas,9,102.99,Loja E
2024-03-29,Produto 128,Roupas,6,412.53,Loja C
2023-03-02,Produto 275,Livros,2,504.01,Loja C
2023-07-21,Produto 825,Alimentos,2,1722.62,Loja C
2024-02-15,Produto 769,Alimentos,5,3551.83,Loja E
2023-08-04,Produto 353,Roupas,6,579.26,Loja A
2024-05-11,Produto 486,Livros,7,1387.04,Loja E
2023-06-07,Produto 312,Eletrônicos,10,1985.04,Loja C
2023-06-17,Produto 18,Brinquedos,1,699.21,Loja A
2023-07-22,Produto 612,Livros,3,4220.28,Loja B
2023-09-02,Produto 841,Alimentos,7,1411.73,Loja E
2023-06-17,Produto 386,Brinquedos,2,234.3,Loja D
2024-04-15,Produto 30,Roupas,9,3143.6,Loja D
2023-07-05,Produto 524,Livros,2,336.74,Loja D
2023-12-25,Produto 782,Brinquedos,4,2279.18,Loja D
2023-08-12,Produto 404,Roupas,1,1868.47,Loja C
2023-06-28,Produto 608,Roupas,9,178.67,Loja C
2023-12-08,Produto 181,Livros,3,2290.38,Loja C
2023-07-13,Produto 55,Roupas,1,3124.32,Loja B
2023-07-03,Produto 104,Livros,9,115.46,Loja B
2023-05-09,Produto 232,Roupas,9,179.53,Loja E
2023-06-20,Produto 515,Brinquedos,5,1322.04,Loja E
2023-09-01,Produto 771,Roupas,1,1744.39,Loja D
2024-02-25,Produto 144,Alimentos,5,3609.72,Loja E
2024-04-30,Produto 170,Roupas,1,1520.51,Loja D
2023-12-08,Produto 805,Eletrônicos,8,253.53,Loja B
2023-09-08,Produto 230,Eletrônicos,1,2177.89,Loja C
2023-12-08,Produto 657,Eletrônicos,10,1467.15,Loja C
2023-10-12,Produto 941,Brinquedos,1,3848.06,Loja C
2024-03-05,Produto 432,Eletrônicos,9,4421.16,Loja A
2023-07-01,Produto 7,Brinquedos,1,1658.74,Loja D
2023-07-31,Produto 151,Alimentos,2,671.95,Loja A
2023-04-13,Produto 836,Brinquedos,8,454.83,Loja D
2023-10-29,Produto 860,Roupas,8,331.45,Loja D
2023-02-08,Produto 621,Roupas,7,4523.36,Loja A
2023-08-24,Produto 383,Roupas,1,3751.52,Loja C
2023-02-05,Produto 226,Brinquedos,3,4570.44,Loja E
2023-10-30,Produto 30,Eletrônicos,2,2665.18,Loja A
2023-11-04,Produto 987,Eletrônicos,5,4760.01,Loja B
2024-06-21,Produto 777,Livros,9,343.22,Loja C
2023-12-05,Produto 351,Roupas,9,3277.21,Loja A
2023-06-09,Produto 67,Roupas,7,694.48,Loja E
2023-02-28,Produto 35,Livros,4,2849.67,Loja B
2023-02-25,Produto 68,Livros,7,2634.62,Loja A
2023-03-03,Produto 721,Roupas,9,2321.26,Loja A
2024-01-31,Produto 714,Roupas,4,1563.87,Loja E
2024-05-14,Produto 744,Eletrônicos,3,3526.74,Loja A
2024-03-26,Produto 720,Eletrônicos,5,1975.99,Loja D
2023-01-07,Produto 105,Eletrônicos,7,3619.57,Loja E
2024-01-15,Produto 411,Alimentos,8,3183.15,Loja C
2024-04-15,Produto 542,Roupas,9,60.08,Loja C
2024-01-11,Produto 807,Alimentos,9,2703.58,Loja B
2023-09-17,Produto 130,Brinquedos,1,2607.69,Loja C
2024-02-24,Produto 754,Alimentos,9,2810.29,Loja E
2024-01-22,Produto 782,Alimentos,1,3782.17,Loja D
2023-10-03,Produto 263,Roupas,2,1280.23,Loja B
2023-03-09,Produto 103,Brinquedos,5,4913.82,Loja A
2024-06-24,Produto 341,Eletrônicos,10,1288.47,Loja D
2024-03-16,Produto 519,Eletrônicos,9,4274.62,Loja D
2023-05-24,Produto 486,Brinquedos,9,2557.69,Loja C
2023-11-16,Produto 712,Brinquedos,8,925.99,Loja B
2024-06-11,Produto 161,Alimentos,10,1959.22,Loja B
2024-01-09,Produto 943,Alimentos,7,797.96,Loja D
2024-02-09,Produto 445,Roupas,2,4837.29,Loja B
2023-09-30,Produto 397,Brinquedos,1,4564.99,Loja E
2023-11-06,Produto 941,Roupas,1,3447.4,Loja D
2023-12-26,Produto 231,Roupas,3,3703.0,Loja B
2024-06-25,Produto 123,Livros,2,735.7,Loja A
2024-03-15,Produto 900,Eletrônicos,8,3833.12,Loja E
2023-10-05,Produto 666,Alimentos,9,3168.78,Loja C
2024-04-19,Produto 468,Roupas,9,3473.64,Loja E
2023-09-23,Produto 543,Alimentos,7,2323.36,Loja A
2023-03-19,Produto 258,Roupas,10,2893.0,Loja B
2023-07-10,Produto 60,Alimentos,4,1796.59,Loja C
2023-05-30,Produto 305,Roupas,1,1728.92,Loja D
2024-04-04,Produto 933,Livros,1,3741.42,Loja D
2023-06-10,Produto 953,Roupas,1,3739.88,Loja E
2023-04-06,Produto 3,Alimentos,6,2626.1,Loja B
2024-03-30,Produto 542,Eletrônicos,8,1395.67,Loja C
2024-05-13,Produto 790,Brinquedos,3,2176.63,Loja D
2023-10-12,Produto 255,Eletrônicos,1,1939.84,Loja C
2023-06-24,Produto 459,Brinquedos,8,568.71,Loja E
2024-06-24,Produto 340,Roupas,10,3469.59,Loja E
2023-09-25,Produto 955,Livros,9,4487.66,Loja A
2024-06-05,Produto 374,Roupas,7,4225.66,Loja D
2024-02-22,Produto 874,Eletrônicos,7,1464.14,Loja E
2023-01-07,Produto 144,Brinquedos,2,46.59,Loja B
2023-04-11,Produto 599,Brinquedos,7,2126.39,Loja D
2023-03-27,Produto 329,Livros,8,374.58,Loja C
2023-01-28,Produto 979,Eletrônicos,2,866.24,Loja B
2024-06-06,Produto 201,Alimentos,7,1327.75,Loja B
2023-12-11,Produto 792,Roupas,2,1853.2,Loja B
2023-02-12,Produto 263,Eletrônicos,4,1656.02,Loja D
2023-05-28,Produto 173,Brinquedos,4,2782.48,Loja E
2023-09-28,Produto 969,Eletrônicos,8,4943.93,Loja D
2024-04-03,Produto 564,Eletrônicos,1,1253.88,Loja A
2023-04-05,Produto 673,Alimentos,5,249.49,Loja B
2023-07-05,Produto 329,Brinquedos,5,4849.07,Loja C
2024-05-22,Produto 347,Roupas,2,4310.56,Loja E
2023-07-25,Produto 982,Livros,6,666.98,Loja D
2023-05-05,Produto 468,Brinquedos,9,1282.9,Loja E
2023-03-28,Produto 250,Roupas,2,2913.91,Loja D
2024-02-21,Produto 962,Alimentos,1,2116.85,Loja D
2023-09-12,Produto 581,Alimentos,1,4090.31,Loja C
2023-09-04,Produto 320,Livros,4,1516.96,Loja B
2023-07-03,Produto 409,Brinquedos,9,4794.04,Loja A
2023-09-20,Produto 247,Brinquedos,2,883.39,Loja E
2023-01-13,Produto 940,Roupas,1,792.29,Loja D
2023-03-27,Produto 44,Alimentos,8,2135.92,Loja E
2024-04-20,Produto 7,Livros,1,4090.77,Loja C
2023-03-28,Produto 260,Livros,1,2455.35,Loja B
2024-03-05,Produto 521,Livros,6,4703.32,Loja B
2024-02-27,Produto 371,Alimentos,6,861.56,Loja B
2023-07-14,Produto 509,Brinquedos,7,4002.68,Loja B
2023-02-21,Produto 161,Alimentos,4,1353.14,Loja C
2024-04-25,Produto 869,Roupas,10,4606.32,Loja D
2023-05-07,Produto 488,Livros,4,2481.82,Loja D
2023-02-27,Produto 838,Eletrônicos,10,1271.54,Loja B
2023-04-10,Produto 998,Roupas,6,2147.84,Loja A
2024-04-16,Produto 329,Alimentos,7,481.82,Loja B
2023-06-26,Produto 180,Livros,2,835.63,Loja E
2024-01-04,Produto 605,Brinquedos,5,1396.02,Loja A
2023-06-09,Produto 284,Roupas,4,3887.54,Loja D
2024-05-07,Produto 0,Brinquedos,9,3276.76,Loja E
2023-03-25,Produto 476,Eletrônicos,7,2843.0,Loja A
2024-06-02,Produto 950,Livros,2,3938.64,Loja B
2024-03-12,Produto 343,Alimentos,4,3929.11,Loja A
2023-10-26,Produto 870,Alimentos,3,4615.35,Loja A
2024-02-21,Produto 417,Livros,1,2019.99,Loja D
2023-12-30,Produto 158,Alimentos,1,2080.54,Loja C
2023-05-05,Produto 136,Livros,2,4179.64,Loja D
2023-02-05,Produto 86,Roupas,9,597.43,Loja D
2024-03-29,Produto 820,Roupas,9,4163.4,Loja B
2023-07-10,Produto 56,Livros,4,1891.44,Loja E
2023-10-08,Produto 212,Eletrônicos,5,1251.95,Loja A
2023-04-26,Produto 627,Eletrônicos,3,2121.0,Loja C
2023-05-22,Produto 286,Brinquedos,6,2364.27,Loja D
2023-09-11,Produto 463,Eletrônicos,10,1786.55,Loja B
2024-06-13,Produto 114,Eletrônicos,8,4827.04,Loja D
2023-12-28,Produto 939,Eletrônicos,10,2167.24,Loja A
2023-03-14,Produto 282,Alimentos,9,2503.7,Loja B
2023-09-03,Produto 692,Alimentos,6,837.55,Loja D
2023-05-20,Produto 742,Alimentos,6,1418.2,Loja B
2023-04-02,Produto 575,Roupas,6,4156.26,Loja B
2023-09-03,Produto 730,Eletrônicos,9,3464.22,Loja C
2023-08-21,Produto 475,Roupas,6,240.07,Loja B
2024-01-16,Produto 233,Roupas,2,3109.77,Loja D
2023-11-30,Produto 828,Alimentos,1,785.5,Loja A
2023-08-13,Produto 447,Roupas,5,1245.64,Loja D
2023-04-27,Produto 293,Brinquedos,4,381.28,Loja B
2023-04-11,Produto 789,Livros,8,4702.59,Loja B
2024-03-02,Produto 11,Roupas,5,4925.65,Loja B
2024-03-07,Produto 454,Livros,9,3877.85,Loja D
2023-05-20,Produto 496,Eletrônicos,3,805.68,Loja D
2024-06-24,Produto 268,Livros,4,2597.31,Loja D
2024-04-11,Produto 595,Brinquedos,10,68.52,Loja B
2023-07-17,Produto 198,Alimentos,6,1902.92,Loja E
2023-02-19,Produto 202,Brinquedos,8,55.29,Loja B
2023-10-21,Produto 816,Roupas,2,3104.31,Loja B
2023-11-18,Produto 951,Eletrônicos,4,4546.93,Loja E
2023-12-25,Produto 836,Alimentos,5,2160.23,Loja D
2023-08-03,Produto 300,Eletrônicos,9,2165.5,Loja C
2023-04-07,Produto 874,Brinquedos,4,3884.43,Loja E
2024-03-17,Produto 224,Livros,9,4767.03,Loja A
2023-10-26,Produto 278,Livros,4,51.6,Loja B
2024-02-18,Produto 59,Alimentos,1,1877.21,Loja A
2023-11-11,Produto 869,Alimentos,4,4648.8,Loja E
2023-09-24,Produto 277,Roupas,1,319.3,Loja A
2023-03-20,Produto 915,Livros,3,80.74,Loja C
2024-03-26,Produto 686,Roupas,6,492.52,Loja E
2024-06-03,Produto 527,Alimentos,10,3156.11,Loja E
2023-03-29,Produto 523,Eletrônicos,4,817.44,Loja A
2023-07-18,Produto 217,Brinquedos,8,1005.2,Loja C
2023-06-13,Produto 348,Eletrônicos,9,2612.88,Loja B
2023-09-18,Produto 819,Roupas,4,4430.32,Loja B
2024-05-06,Produto 865,Eletrônicos,10,3318.26,Loja D
2023-06-23,Produto 782,Livros,4,2360.47,Loja B
2023-03-13,Produto 408,Roupas,8,3012.37,Loja A
2023-08-13,Produto 168,Roupas,2,3012.95,Loja C
2023-04-06,Produto 22,Brinquedos,2,2172.64,Loja B
2023-10-09,Produto 531,Alimentos,3,1390.8,Loja B
2023-02-26,Produto 872,Roupas,9,171.55,Loja A
2023-08-01,Produto 300,Eletrônicos,3,1375.27,Loja B
2023-05-08,Produto 123,Roupas,6,771.5,Loja B
2024-06-01,Produto 612,Alimentos,8,2309.45,Loja A
2024-01-23,Produto 484,Livros,7,4482.09,Loja E
2023-03-23,Produto 37,Alimentos,7,2911.91,Loja E
2023-03-19,Produto 237,Roupas,9,3050.17,Loja A
2023-02-21,Produto 255,Brinquedos,3,2877.13,Loja E
2023-06-26,Produto 917,Roupas,7,4298.41,Loja B
2023-07-01,Produto 540,Roupas,8,211.86,Loja B
2024-02-04,Produto 876,Eletrônicos,4,3616.11,Loja D
2023-03-17,Produto 826,Roupas,4,4465.57,Loja E
2023-09-06,Produto 494,Livros,10,1234.45,Loja B
2024-01-08,Produto 509,Alimentos,1,4659.19,Loja D
2023-09-29,Produto 395,Livros,1,3641.22,Loja D
2023-02-18,Produto 347,Eletrônicos,3,266.65,Loja E
2023-02-27,Produto 590,Brinquedos,4,3766.12,Loja D
2023-06-06,Produto 726,Brinquedos,7,2429.59,Loja E
2023-09-12,Produto 649,Livros,8,704.57,Loja B
2023-07-27,Produto 707,Brinquedos,1,1317.32,Loja B
2024-03-09,Produto 592,Alimentos,7,1625.85,Loja A
2023-02-09,Produto 56,Eletrônicos,4,3146.05,Loja A
2023-02-09,Produto 336,Brinquedos,2,4001.62,Loja D
2023-12-30,Produto 352,Brinquedos,5,596.04,Loja A
2023-03-30,Produto 821,Roupas,6,2457.94,Loja A
2024-04-24,Produto 538,Livros,1,2153.28,Loja B
2023-06-23,Produto 645,Eletrônicos,6,4301.72,Loja A
2024-01-12,Produto 308,Roupas,6,612.38,Loja D
2023-08-25,Produto 590,Livros,7,1957.04,Loja A
2023-11-20,Produto 279,Alimentos,3,1271.65,Loja E
2024-02-16,Produto 981,Brinquedos,1,805.33,Loja C
2023-01-18,Produto 753,Alimentos,5,431.53,Loja B
2023-12-12,Produto 204,Roupas,10,4080.57,Loja D
2024-03-30,Produto 32,Roupas,4,2653.71,Loja C
2023-08-10,Produto 289,Eletrônicos,10,4052.03,Loja D
2024-04-20,Produto 187,Brinquedos,5,4965.95,Loja D
2023-05-10,Produto 595,Eletrônicos,6,1969.77,Loja D
2023-02-17,Produto 49,Brinquedos,3,3470.73,Loja E
2023-12-13,Produto 494,Alimentos,3,2088.63,Loja B
2023-09-13,Produto 672,Alimentos,6,2714.75,Loja B
2023-10-06,Produto 238,Livros,8,3779.77,Loja E
2024-01-06,Produto 333,Roupas,10,3897.9,Loja B
2023-06-03,Produto 159,Alimentos,8,229.71,Loja B
2023-02-19,Produto 723,Roupas,8,376.02,Loja E
2023-08-02,Produto 694,Livros,4,3801.98,Loja E
2024-06-14,Produto 826,Roupas,7,424.74,Loja D
2023-09-01,Produto 667,Livros,7,4303.36,Loja E
2023-03-23,Produto 792,Brinquedos,7,1193.76,Loja D
2023-02-28,Produto 471,Eletrônicos,9,1104.06,Loja A
2024-04-08,Produto 362,Livros,3,550.42,Loja C
2024-05-25,Produto 71,Livros,4,4072.3,Loja B
2023-12-02,Produto 455,Brinquedos,10,2884.31,Loja D
2023-05-23,Produto 491,Eletrônicos,1,2251.21,Loja C
2023-01-27,Produto 931,Livros,10,1516.27,Loja C
2023-06-02,Produto 781,Brinquedos,8,1585.47,Loja B
2024-02-02,Produto 340,Alimentos,8,881.13,Loja B
2024-01-10,Produto 654,Eletrônicos,9,3454.97,Loja A
2023-02-22,Produto 287,Eletrônicos,7,1111.56,Loja A
2024-06-05,Produto 646,Livros,6,2096.58,Loja E
2024-01-14,Produto 943,Alimentos,9,1660.57,Loja E
2024-05-12,Produto 19,Eletrônicos,9,4232.32,Loja D
2024-04-26,Produto 109,Alimentos,9,567.24,Loja D
2023-04-27,Produto 423,Roupas,5,3205.67,Loja C
2024-01-16,Produto 381,Roupas,10,2777.86,Loja C
2023-11-29,Produto 957,Roupas,7,2798.79,Loja B
2023-08-26,Produto 792,Livros,8,4640.25,Loja D
2023-12-21,Produto 368,Roupas,6,3222.62,Loja C
2024-02-09,Produto 670,Eletrônicos,7,3841.41,Loja E
2023-03-20,Produto 336,Roupas,3,1047.24,Loja C
2023-07-21,Produto 25,Livros,5,2143.15,Loja A
2023-10-05,Produto 57,Livros,7,4049.63,Loja E
2024-01-26,Produto 623,Livros,6,721.66,Loja E
2024-06-26,Produto 145,Livros,10,394.11,Loja E
2024-06-27,Produto 798,Livros,1,4753.75,Loja D
2023-10-30,Produto 803,Livros,9,611.86,Loja B
2023-03-04,Produto 24,Eletrônicos,7,1574.83,Loja D
2024-02-06,Produto 28,Livros,3,3977.96,Loja C
2023-01-05,Produto 719,Roupas,8,2077.09,Loja D
2023-05-24,Produto 642,Eletrônicos,10,1122.37,Loja A
2024-01-13,Produto 995,Roupas,6,1446.85,Loja D
2023-07-17,Produto 168,Brinquedos,8,2648.82,Loja D
2023-12-08,Produto 855,Livros,5,365.03,Loja E
2023-02-22,Produto 419,Eletrônicos,7,910.28,Loja B
2023-03-29,Produto 158,Livros,9,3871.93,Loja C
2024-05-28,Produto 826,Livros,10,4713.84,Loja A
2023-04-04,Produto 156,Eletrônicos,6,1380.19,Loja B
2023-06-10,Produto 997,Livros,8,3223.07,Loja E
2023-01-15,Produto 224,Livros,2,2499.1,Loja C
2023-03-06,Produto 378,Eletrônicos,7,3076.77,Loja C
2023-02-03,Produto 382,Eletrônicos,2,2414.03,Loja A
2023-06-21,Produto 843,Alimentos,5,1884.86,Loja D
2024-05-14,Produto 4,Eletrônicos,7,3210.24,Loja B
2023-04-05,Produto 858,Eletrônicos,9,1793.92,Loja B
2023-03-14,Produto 245,Roupas,5,2216.59,Loja B
2024-06-23,Produto 946,Livros,8,740.63,Loja B
2023-01-17,Produto 290,Roupas,7,2528.32,Loja D
2024-05-19,Produto 921,Brinquedos,1,2530.51,Loja A
2023-12-16,Produto 417,Livros,2,4074.47,Loja E
2024-02-25,Produto 341,Eletrônicos,1,2447.39,Loja B
2024-02-22,Produto 737,Livros,7,401.24,Loja C
2023-12-27,Produto 792,Eletrônicos,10,4209.36,Loja A
2023-06-05,Produto 306,Brinquedos,9,2778.33,Loja A
2023-10-18,Produto 521,Livros,4,3190.67,Loja E
2023-07-28,Produto 587,Brinquedos,6,3899.07,Loja D
2023-03-30,Produto 128,Brinquedos,10,4122.46,Loja A
2023-06-28,Produto 849,Alimentos,6,1082.87,Loja C
2023-07-14,Produto 487,Roupas,4,4133.58,Loja C
2024-04-16,Produto 724,Alimentos,7,282.78,Loja A
2023-08-06,Produto 846,Eletrônicos,10,725.99,Loja D
2023-07-10,Produto 955,Eletrônicos,6,4218.36,Loja C
2023-03-28,Produto 753,Roupas,4,4760.4,Loja D
2023-02-01,Produto 163,Livros,4,2426.17,Loja D
2023-08-28,Produto 712,Brinquedos,3,1423.44,Loja D
2023-04-13,Produto 112,Eletrônicos,10,2380.39,Loja C
2023-06-17,Produto 764,Eletrônicos,7,829.27,Loja B
2024-02-01,Produto 372,Livros,3,3183.63,Loja C
2024-04-21,Produto 43,Livros,8,4111.8,Loja A
2023-03-14,Produto 916,Livros,3,4484.77,Loja C
2023-12-15,Produto 26,Brinquedos,6,235.0,Loja A
2023-06-12,Produto 973,Roupas,6,1758.52,Loja E
2023-03-27,Produto 381,Alimentos,7,156.12,Loja E
2023-01-03,Produto 622,Roupas,4,4055.78,Loja D
2023-01-14,Produto 617,Livros,1,1707.81,Loja C
2023-01-16,Produto 963,Roupas,2,4914.57,Loja B
2023-12-07,Produto 619,Eletrônicos,10,1476.06,Loja D
2023-08-19,Produto 145,Brinquedos,6,361.74,Loja C
2023-12-07,Produto 196,Roupas,8,3731.77,Loja A
2023-06-13,Produto 426,Eletrônicos,9,4055.67,Loja E
2023-03-09,Produto 564,Alimentos,8,672.21,Loja A
2024-03-23,Produto 266,Livros,6,3507.56,Loja B
2024-06-21,Produto 823,Roupas,3,2838.84,Loja C
2023-11-13,Produto 377,Brinquedos,3,4903.36,Loja C
2023-11-06,Produto 860,Brinquedos,8,2749.31,Loja B
2023-09-22,Produto 246,Roupas,3,1161.29,Loja C
2023-05-14,Produto 189,Brinquedos,7,4594.35,Loja D
2024-02-08,Produto 907,Roupas,8,4118.06,Loja A
2024-01-21,Produto 205,Eletrônicos,3,1266.56,Loja B
2023-05-14,Produto 602,Roupas,10,3908.77,Loja B
2024-04-22,Produto 697,Eletrônicos,4,492.54,Loja B
2024-05-04,Produto 415,Roupas,9,2497.45,Loja B
2024-06-05,Produto 421,Eletrônicos,1,2860.99,Loja B
2024-01-27,Produto 216,Roupas,1,4703.47,Loja B
2023-02-20,Produto 355,Livros,2,872.47,Loja E
2023-12-16,Produto 180,Alimentos,7,4351.86,Loja B
2023-09-10,Produto 517,Roupas,6,4819.25,Loja B
2024-06-24,Produto 912,Alimentos,5,3807.05,Loja C
2023-06-13,Produto 596,Eletrônicos,8,2661.15,Loja B
2023-10-29,Produto 645,Brinquedos,7,955.96,Loja D
2024-02-18,Produto 187,Eletrônicos,4,4654.72,Loja B
2023-08-31,Produto 233,Brinquedos,1,349.27,Loja C
2024-05-31,Produto 231,Alimentos,10,3553.34,Loja D
2023-12-11,Produto 279,Eletrônicos,8,787.71,Loja A
2023-07-08,Produto 302,Brinquedos,4,1074.84,Loja C
2023-12-04,Produto 483,Brinquedos,2,4840.05,Loja E
2023-08-21,Produto 294,Eletrônicos,4,4104.52,Loja C
2024-04-14,Produto 506,Eletrônicos,8,3939.02,Loja A
2023-07-17,Produto 211,Brinquedos,10,1356.07,Loja E
2023-03-03,Produto 377,Eletrônicos,10,1044.89,Loja C
2023-08-25,Produto 111,Eletrônicos,6,695.19,Loja C
2024-03-29,Produto 757,Alimentos,1,1046.45,Loja C
2024-03-01,Produto 342,Livros,3,19.45,Loja B
2023-02-25,Produto 736,Roupas,8,250.64,Loja E
2024-06-01,Produto 444,Brinquedos,8,3008.38,Loja B
2023-11-16,Produto 673,Alimentos,9,403.61,Loja D
2024-06-06,Produto 464,Alimentos,1,3772.95,Loja E
2023-11-13,Produto 470,Brinquedos,1,1230.33,Loja C
2024-04-12,Produto 18,Brinquedos,2,2781.72,Loja A
2024-02-20,Produto 49,Roupas,9,973.63,Loja C
2023-11-15,Produto 794,Roupas,6,1537.69,Loja C
2023-02-28,Produto 63,Livros,10,3339.61,Loja B
2024-04-17,Produto 676,Roupas,1,3225.53,Loja A
2023-03-07,Produto 801,Brinquedos,8,699.53,Loja B
2023-08-04,Produto 187,Eletrônicos,8,4074.36,Loja D
2023-02-05,Produto 888,Alimentos,9,4578.42,Loja E
2023-08-11,Produto 592,Alimentos,10,1958.98,Loja E
2023-12-22,Produto 200,Eletrônicos,9,600.95,Loja E
2024-04-20,Produto 312,Eletrônicos,9,1480.76,Loja A
2023-11-07,Produto 507,Eletrônicos,7,1438.97,Loja C
2023-12-05,Produto 237,Livros,1,3443.36,Loja A
2024-05-19,Produto 785,Roupas,5,3732.84,Loja E
2023-03-03,Produto 864,Livros,6,2691.83,Loja D
2023-01-16,Produto 43,Livros,7,904.57,Loja D
2024-05-09,Produto 349,Roupas,7,891.71,Loja D
2023-12-08,Produto 156,Eletrônicos,10,3637.84,Loja A
2024-01-02,Produto 653,Eletrônicos,1,4696.56,Loja A
2023-08-22,Produto 442,Roupas,9,2310.33,Loja C
2023-03-28,Produto 106,Roupas,6,1532.93,Loja E
2023-08-04,Produto 97,Roupas,4,297.42,Loja D
2023-03-01,Produto 47,Brinquedos,6,1125.8,Loja D
2023-04-09,Produto 353,Brinquedos,2,1456.17,Loja E
2023-02-03,Produto 337,Livros,3,1036.07,Loja B
2024-04-08,Produto 758,Livros,9,2684.32,Loja E
2024-04-18,Produto 733,Livros,7,736.53,Loja D
