data,produto,categoria,quantidade,preco_unitario,loja
2023-09-12,Monitor Basic,Informática,8,4323.26,Loja A
2024-01-07,Ventilador Plus,Eletrodomésticos,6,3897.71,Loja A
2023-07-27,Luminária Mini,Escritório,9,2640.77,Loja E
2024-01-05,TV LED Basic,TV e Áudio,8,3673.78,Loja E
2024-01-02,Aspirador Pro,Eletrodomésticos,1,3268.74,Loja D
2023-05-18,Aspirador Pro,Eletrodomésticos,6,2402.15,Loja B
2024-04-13,Liquidificador Gamer,Eletrodomésticos,1,3613.21,Loja C
2024-06-23,Fone Bluetooth Mini,Celulares,4,3710.33,Loja D
2023-05-17,Notebook XL,Informática,8,1023.58,Loja E
2023-05-19,Webcam Mini,Informática,2,1601.13,Loja C
2023-09-11,Mouse Gamer,Informática,10,1883.5,Loja D
2024-05-02,Cadeira Mini,Escritório,9,633.07,Loja A
2024-01-01,Carregador Pro,Celulares,3,1253.82,Loja B
2023-09-10,Webcam Gamer,Informática,6,2863.84,Loja B
2024-01-08,Smartphone Basic,Celulares,1,4759.3,Loja B
2023-02-25,Capa Basic,Celulares,9,2151.86,Loja E
2024-02-17,Home Theater Basic,TV e Áudio,4,3479.07,Loja A
2023-06-13,Geladeira Plus,Eletrodomésticos,7,3872.76,Loja A
2023-06-28,TV LED Basic,TV e Áudio,5,4614.6,Loja E
2023-09-21,Mesa Pro,Escritório,7,2940.19,Loja A
2024-03-22,Fone Bluetooth XL,Celulares,6,4057.07,Loja E
2023-03-15,Ventilador Basic,Eletrodomésticos,10,4009.16,Loja C
2024-03-21,Cadeira Basic,Escritório,1,1258.6,Loja C
2024-05-12,Caixa de Som Mini,TV e Áudio,2,4580.53,Loja D
2024-05-26,Mesa XL,Escritório,2,1606.27,Loja E
2023-09-06,Carregador Gamer,Celulares,7,1436.37,Loja C
2023-11-07,Caixa de Som Plus,TV e Áudio,8,1095.47,Loja A
2023-10-11,Aspirador XL,Eletrodomésticos,8,4214.14,Loja E
2024-04-25,Geladeira Basic,Eletrodomésticos,4,4606.63,Loja D
2023-01-05,Luminária Basic,Escritório,10,4195.58,Loja D
2024-02-10,Webcam Basic,Informática,3,4955.02,Loja E
2023-08-18,Caixa de Som Mini,TV e Áudio,6,4336.3,Loja D
2023-03-02,Capa Gamer,Celulares,6,4782.67,Loja E
2023-04-01,Notebook Basic,Informática,8,2084.77,Loja C
2023-12-02,Fone Bluetooth Basic,Celulares,1,631.03,Loja B
2024-04-01,Ventilador Gamer,Eletrodomésticos,10,2108.53,Loja A
2023-03-30,Home Theater Gamer,TV e Áudio,9,3332.17,Loja A
2023-08-03,Organizador Basic,Escritório,5,2623.63,Loja A
2023-08-08,Mouse Pro,Informática,2,326.02,Loja E
2023-01-04,Fone Bluetooth Pro,Celulares,2,2198.39,Loja C
2023-12-27,Mesa Mini,Escritório,4,3595.07,Loja E
2024-06-10,Mouse Gamer,Informática,1,4606.63,Loja A
2023-11-07,Carregador XL,Celulares,3,1911.34,Loja D
2024-03-20,Cadeira Pro,Escritório,7,237.7,Loja A
2024-04-04,Webcam XL,Informática,1,3755.39,Loja D
2023-01-14,Smartphone Pro,Celulares,9,3581.18,Loja D
2023-02-05,Aspirador Pro,Eletrodomésticos,5,3293.6,Loja E
2024-02-09,Monitor Mini,Informática,4,323.54,Loja B
2023-07-30,Ventilador Gamer,Eletrodomésticos,1,1992.56,Loja D
2023-03-26,Ventilador Mini,Eletrodomésticos,5,4875.32,Loja E
2024-02-25,Luminária XL,Escritório,7,1383.99,Loja A
2023-05-18,Soundbar Plus,TV e Áudio,8,4481.46,Loja B
2023-09-07,TV LED Mini,TV e Áudio,2,2672.84,Loja E
2023-02-10,Luminária Mini,Escritório,5,1832.4,Loja D
2024-03-06,Smartphone Basic,Celulares,1,4947.16,Loja E
2023-01-09,Webcam Mini,Informática,4,3201.31,Loja E
2023-11-05,Fone Bluetooth Pro,Celulares,6,202.69,Loja C
2024-03-31,Mesa Plus,Escritório,9,1466.87,Loja B
2023-03-13,Teclado Pro,Informática,7,1785.23,Loja B
2024-05-01,Organizador XL,Escritório,8,1124.94,Loja D
2023-06-19,Smartphone Basic,Celulares,5,4040.25,Loja A
2023-11-11,Teclado Basic,Informática,1,3741.33,Loja D
2023-04-10,Organizador Pro,Escritório,5,3549.91,Loja E
2023-11-29,Cadeira Mini,Escritório,1,56.89,Loja E
2023-03-25,Luminária Gamer,Escritório,2,2619.02,Loja C
2024-03-24,Liquidificador Mini,Eletrodomésticos,7,3258.72,Loja A
2023-01-16,Home Theater Mini,TV e Áudio,5,4024.97,Loja E
2023-06-09,Mesa Pro,Escritório,4,1448.83,Loja E
2023-10-05,Liquidificador Plus,Eletrodomésticos,7,3416.73,Loja E
2023-09-10,Luminária Plus,Escritório,2,4470.55,Loja D
2023-03-13,Organizador Mini,Escritório,6,3854.6,Loja A
2023-08-19,Monitor XL,Informática,5,605.52,Loja A
2023-04-23,Smartphone Plus,Celulares,6,1019.33,Loja A
2023-01-16,Home Theater Plus,TV e Áudio,5,1109.89,Loja E
2023-06-04,Ventilador Mini,Eletrodomésticos,8,4044.54,Loja D
2024-02-09,Cadeira Plus,Escritório,8,3070.66,Loja C
2023-02-12,Notebook Basic,Informática,8,2212.85,Loja A
2023-02-05,TV LED XL,TV e Áudio,1,3739.36,Loja A
2024-04-16,Mouse Gamer,Informática,10,4380.03,Loja A
2023-05-15,Luminária Gamer,Escritório,4,88.35,Loja D
2023-03-25,Notebook Pro,Informática,10,4010.98,Loja E
2023-09-30,Smartphone XL,Celulares,7,2669.05,Loja E
2024-04-17,Carregador XL,Celulares,3,1222.15,Loja C
2024-01-19,Caixa de Som Basic,TV e Áudio,5,4705.07,Loja A
2023-10-23,Mesa Gamer,Escritório,5,3048.72,Loja A
2023-11-11,Liquidificador Gamer,Eletrodomésticos,7,3711.09,Loja A
2023-04-27,Luminária Pro,Escritório,5,3816.41,Loja C
2024-02-24,Caixa de Som Mini,TV e Áudio,3,4897.78,Loja D
2023-12-30,Mouse Gamer,Informática,6,454.84,Loja E
2023-12-24,Notebook Basic,Informática,4,2361.13,Loja A
2023-01-12,Notebook Mini,Informática,7,813.94,Loja D
2023-03-07,Soundbar Basic,TV e Áudio,9,474.78,Loja D
2023-05-24,Notebook Mini,Informática,5,173.32,Loja E
2024-01-15,TV LED Gamer,TV e Áudio,4,4376.62,Loja C
2024-03-31,Teclado Gamer,Informática,9,4620.75,Loja D
2023-02-20,Fone Bluetooth Plus,Celulares,9,370.64,Loja B
2023-03-11,TV LED Pro,TV e Áudio,6,1092.09,Loja B
2024-06-08,Teclado Basic,Informática,5,2849.65,Loja A
2023-06-03,Liquidificador Basic,Eletrodomésticos,4,736.9,Loja C
2023-05-31,Carregador XL,Celulares,4,2403.87,Loja B
2023-04-04,Luminária XL,Escritório,8,3628.71,Loja D
2023-04-27,Geladeira Basic,Eletrodomésticos,4,2050.72,Loja D
2023-03-15,Home Theater Pro,TV e Áudio,2,370.43,Loja C
2023-10-04,Ventilador Basic,Eletrodomésticos,9,2183.43,Loja E
2023-04-13,Monitor XL,Informática,6,4343.13,Loja E
2024-02-21,Home Theater Mini,TV e Áudio,3,3932.42,Loja B
2023-10-15,Luminária Pro,Escritório,7,4906.73,Loja C
2023-03-08,Aspirador Pro,Eletrodomésticos,10,4657.73,Loja E
2023-12-25,Caixa de Som Pro,TV e Áudio,3,964.2,Loja D
2023-01-31,TV LED Pro,TV e Áudio,7,4274.44,Loja E
2023-01-26,Webcam XL,Informática,10,1617.19,Loja B
2024-06-14,Ventilador Pro,Eletrodomésticos,5,4154.93,Loja C
2023-05-10,Teclado XL,Informática,1,1464.54,Loja C
2023-10-03,Geladeira Gamer,Eletrodomésticos,10,786.12,Loja A
2023-08-10,Cadeira Gamer,Escritório,1,3578.93,Loja C
2023-12-23,Ventilador XL,Eletrodomésticos,10,1689.25,Loja A
2023-05-06,Home Theater Pro,TV e Áudio,2,4171.0,Loja B
2024-06-25,Capa Pro,Celulares,9,1407.21,Loja D
2023-09-09,Smartphone Gamer,Celulares,9,3364.95,Loja C
2023-11-28,Webcam XL,Informática,2,2665.26,Loja D
2023-01-13,Mesa Basic,Escritório,3,1075.51,Loja D
2023-11-17,Mouse Basic,Informática,2,3152.21,Loja A
2023-12-10,Cadeira Mini,Escritório,9,4611.39,Loja D
2023-01-10,Liquidificador Basic,Eletrodomésticos,10,2872.97,Loja C
2023-05-04,Carregador Plus,Celulares,2,779.06,Loja C
2023-04-26,Cadeira Pro,Escritório,3,1899.12,Loja C
2023-05-15,Mouse Pro,Informática,9,4168.87,Loja E
2023-11-13,Luminária Mini,Escritório,1,3857.18,Loja B
2023-05-11,Luminária Basic,Escritório,9,1664.73,Loja C
2023-07-19,Caixa de Som XL,TV e Áudio,4,3510.05,Loja D
2024-05-22,Smartphone Plus,Celulares,4,2084.88,Loja E
2023-07-21,Mouse Gamer,Informática,10,21.14,Loja B
2024-03-04,Capa Pro,Celulares,9,853.03,Loja A
2023-10-10,Aspirador Mini,Eletrodomésticos,4,2759.77,Loja B
2023-10-24,Monitor Basic,Informática,9,4885.23,Loja D
2024-04-22,Teclado Mini,Informática,4,895.72,Loja B
2024-01-01,Home Theater Mini,TV e Áudio,10,2210.95,Loja C
2024-05-23,Home Theater XL,TV e Áudio,5,1771.84,Loja A
2023-08-25,Fone Bluetooth Plus,Celulares,2,2539.41,Loja C
2023-02-06,Cadeira Pro,Escritório,4,82.72,Loja D
2023-09-07,TV LED Basic,TV e Áudio,9,3054.06,Loja E
2023-10-03,Soundbar Pro,TV e Áudio,2,3287.7,Loja A
2023-02-10,TV LED Gamer,TV e Áudio,5,2078.9,Loja D
2023-05-01,Fone Bluetooth Basic,Celulares,4,3060.85,Loja C
2023-05-25,Mouse Pro,Informática,2,3811.5,Loja A
2023-01-16,Liquidificador XL,Eletrodomésticos,10,164.24,Loja C
2023-09-11,Fone Bluetooth Gamer,Celulares,7,3546.23,Loja A
2023-04-22,Soundbar Basic,TV e Áudio,7,1921.06,Loja D
2023-12-16,Webcam Mini,Informática,4,1763.34,Loja D
2023-03-23,Home Theater Plus,TV e Áudio,8,1739.28,Loja C
2023-09-28,Organizador Pro,Escritório,4,3443.15,Loja B
2023-02-25,Carregador Mini,Celulares,6,1596.48,Loja C
2023-03-03,Soundbar Basic,TV e Áudio,4,1040.42,Loja B
2023-08-12,Mesa Mini,Escritório,2,4607.39,Loja A
2024-02-21,Liquidificador Gamer,Eletrodomésticos,3,4179.6,Loja D
2023-11-21,Liquidificador XL,Eletrodomésticos,4,2266.67,Loja A
2023-10-30,Soundbar Gamer,TV e Áudio,3,1249.81,Loja A
2023-06-06,Teclado Basic,Informática,2,3090.0,Loja C
2023-04-22,TV LED Gamer,TV e Áudio,10,1129.8,Loja B
2024-03-22,Notebook Plus,Informática,3,4986.97,Loja A
2024-04-30,Cadeira Plus,Escritório,1,561.39,Loja E
2024-01-11,Mouse Basic,Informática,6,3748.43,Loja E
2024-02-21,Home Theater Pro,TV e Áudio,3,2336.1,Loja E
2023-03-16,Ventilador XL,Eletrodomésticos,3,3407.68,Loja E
2023-02-02,Monitor XL,Informática,9,3526.86,Loja A
2023-06-20,Teclado Mini,Informática,8,3314.44,Loja A
2023-06-22,Capa XL,Celulares,8,2282.4,Loja D
2024-01-30,Monitor Gamer,Informática,3,2755.08,Loja C
2024-04-20,Soundbar XL,TV e Áudio,9,1306.35,Loja A
2023-05-08,Webcam XL,Informática,6,1014.89,Loja D
2023-11-02,Caixa de Som Gamer,TV e Áudio,8,2290.94,Loja D
2023-11-17,Ventilador Gamer,Eletrodomésticos,5,4853.04,Loja E
2024-05-07,Geladeira Gamer,Eletrodomésticos,5,2321.71,Loja B
2024-04-20,Home Theater XL,TV e Áudio,7,128.29,Loja A
2023-06-06,Fone Bluetooth Plus,Celulares,8,522.77,Loja C
2023-10-09,Webcam XL,Informática,6,639.75,Loja A
2024-01-19,Caixa de Som Mini,TV e Áudio,10,1936.02,Loja A
2023-12-25,Liquidificador Mini,Eletrodomésticos,3,1494.31,Loja D
2023-09-04,Caixa de Som Plus,TV e Áudio,2,231.54,Loja C
2023-02-28,Capa Mini,Celulares,4,1069.07,Loja B
2024-02-26,Smartphone Plus,Celulares,2,2831.6,Loja C
2023-09-17,Organizador Mini,Escritório,4,1257.54,Loja B
2024-03-11,Teclado Basic,Informática,4,2199.36,Loja B
2023-04-10,Organizador Mini,Escritório,2,231.65,Loja E
2023-05-20,TV LED Mini,TV e Áudio,3,4568.64,Loja E
2023-12-08,Soundbar XL,TV e Áudio,5,1917.97,Loja C
2023-03-18,Capa Basic,Celulares,5,2686.08,Loja C
2023-09-30,Fone Bluetooth Plus,Celulares,7,2060.98,Loja C
2024-06-10,Luminária XL,Escritório,4,974.9,Loja A
2023-10-05,Caixa de Som Basic,TV e Áudio,9,2426.57,Loja A
2023-12-27,Webcam Pro,Informática,3,1447.14,Loja E
2024-05-30,Aspirador Gamer,Eletrodomésticos,5,1924.93,Loja E
2023-04-09,Ventilador Plus,Eletrodomésticos,6,2340.21,Loja A
2024-01-05,Organizador XL,Escritório,5,801.57,Loja B
2023-10-28,Caixa de Som Plus,TV e Áudio,6,1087.42,Loja E
2023-11-28,Geladeira Plus,Eletrodomésticos,7,2903.57,Loja E
2023-08-16,Mesa Mini,Escritório,4,309.7,Loja B
2023-09-20,Geladeira Gamer,Eletrodomésticos,6,2196.46,Loja C
2023-04-26,Capa Pro,Celulares,6,2540.2,Loja D
2023-11-27,Carregador Plus,Celulares,8,451.49,Loja E
2023-07-13,Organizador Basic,Escritório,6,4985.81,Loja C
2024-05-20,Caixa de Som Basic,TV e Áudio,8,3044.15,Loja B
2024-05-31,Smartphone Plus,Celulares,10,2413.78,Loja B
2024-02-17,Mesa Pro,Escritório,9,21.4,Loja B
2023-12-22,Fone Bluetooth XL,Celulares,8,596.07,Loja A
2023-03-23,Mouse Plus,Informática,7,915.37,Loja B
2023-01-07,Aspirador Basic,Eletrodomésticos,4,1869.77,Loja D
2024-04-22,Capa XL,Celulares,5,3252.64,Loja C
2024-06-07,Cadeira Gamer,Escritório,9,92.02,Loja D
2023-08-07,Liquidificador Basic,Eletrodomésticos,10,1845.43,Loja C
2023-09-30,Monitor XL,Informática,1,410.4,Loja E
2023-05-13,Mesa Mini,Escritório,4,3222.72,Loja E
2023-02-16,Teclado Pro,Informática,3,4806.2,Loja A
2023-07-21,Fone Bluetooth Plus,Celulares,6,1241.01,Loja C
2023-11-08,Caixa de Som Plus,TV e Áudio,9,1890.35,Loja A
2024-02-11,Aspirador Mini,Eletrodomésticos,3,1553.48,Loja D
2023-03-31,Ventilador Basic,Eletrodomésticos,6,1511.48,Loja E
2023-10-20,Smartphone Plus,Celulares,8,3906.71,Loja B
2024-04-05,Mesa Basic,Escritório,9,846.34,Loja C
2023-10-22,Caixa de Som Gamer,TV e Áudio,8,1157.93,Loja B
2023-03-24,Soundbar Gamer,TV e Áudio,1,2026.93,Loja C
2024-03-15,Mesa XL,Escritório,6,1433.14,Loja C
2024-06-24,TV LED Mini,TV e Áudio,2,4673.2,Loja A
2024-06-11,Mesa Mini,Escritório,10,4782.82,Loja E
2023-06-30,Smartphone Basic,Celulares,1,1330.96,Loja A
2023-02-09,Organizador Mini,Escritório,7,1194.4,Loja E
2023-04-15,Geladeira XL,Eletrodomésticos,3,1953.79,Loja E
2023-09-09,Mesa Plus,Escritório,10,1592.94,Loja D
2023-02-06,Soundbar Pro,TV e Áudio,8,3066.48,Loja B
2023-01-31,Monitor Gamer,Informática,10,1665.49,Loja D
2024-02-17,Liquidificador Mini,Eletrodomésticos,9,2189.4,Loja D
2023-06-24,Geladeira Plus,Eletrodomésticos,4,2562.0,Loja A
2023-03-27,Organizador Basic,Escritório,3,2648.47,Loja B
2024-03-18,TV LED Basic,TV e Áudio,4,1357.34,Loja A
2023-11-06,Carregador Pro,Celulares,6,4811.04,Loja B
2024-02-08,Mesa XL,Escritório,3,4619.8,Loja E
2023-03-27,Geladeira Pro,Eletrodomésticos,8,2996.03,Loja C
2023-03-22,Ventilador Gamer,Eletrodomésticos,9,396.31,Loja C
2024-04-29,Cadeira Pro,Escritório,2,512.89,Loja E
2023-11-07,Webcam Gamer,Informática,2,3450.07,Loja B
2023-08-04,Capa XL,Celulares,9,1743.55,Loja C
2023-09-15,Teclado Mini,Informática,7,1742.0,Loja A
2023-03-14,Home Theater Plus,TV e Áudio,10,2672.57,Loja A
2024-06-17,Monitor XL,Informática,1,4031.94,Loja B
2023-10-28,Cadeira Basic,Escritório,1,3154.45,Loja A
2023-03-24,Webcam Gamer,Informática,9,4722.31,Loja E
2024-06-04,Fone Bluetooth Gamer,Celulares,10,560.79,Loja B
2023-07-26,Luminária Basic,Escritório,4,2480.72,Loja A
2023-06-26,Aspirador Mini,Eletrodomésticos,5,2588.81,Loja E
2023-12-22,Monitor Mini,Informática,2,4098.86,Loja E
2023-06-09,Mesa Basic,Escritório,3,2495.82,Loja D
2023-02-18,Carregador Gamer,Celulares,8,4920.59,Loja B
2023-05-13,Teclado Gamer,Informática,2,228.87,Loja B
2023-11-07,Webcam XL,Informática,6,4037.28,Loja C
2023-06-28,Geladeira Basic,Eletrodomésticos,6,3083.51,Loja B
2023-04-15,Soundbar Pro,TV e Áudio,4,1174.08,Loja A
2023-01-27,Notebook XL,Informática,6,1907.04,Loja C
2024-05-10,TV LED Gamer,TV e Áudio,4,657.41,Loja B
2023-03-03,Capa Basic,Celulares,6,2075.69,Loja C
2024-06-18,Mesa Basic,Escritório,10,3969.98,Loja C
2023-02-25,Carregador XL,Celulares,10,1438.17,Loja A
2023-03-09,Mesa Gamer,Escritório,1,4622.25,Loja C
2024-05-03,Organizador Gamer,Escritório,2,3563.11,Loja E
2023-11-16,Webcam Plus,Informática,10,1220.92,Loja A
2023-06-29,Soundbar Gamer,TV e Áudio,8,3964.45,Loja C
2024-01-03,TV LED Pro,TV e Áudio,2,3540.06,Loja C
2023-04-30,Mouse Basic,Informática,3,1118.79,Loja B
2023-09-10,Soundbar Gamer,TV e Áudio,7,760.75,Loja E
2023-06-17,Geladeira Mini,Eletrodomésticos,5,1669.16,Loja C
2024-06-03,Home Theater XL,TV e Áudio,10,1468.19,Loja E
2023-08-10,Organizador Plus,Escritório,6,3558.17,Loja D
2024-01-19,Monitor Mini,Informática,2,994.99,Loja D
2024-06-02,Capa Basic,Celulares,1,4208.4,Loja E
2023-08-01,Luminária Plus,Escritório,8,3564.53,Loja C
2023-06-24,Aspirador Basic,Eletrodomésticos,4,2280.82,Loja B
2023-12-10,Teclado Gamer,Informática,4,4605.69,Loja B
2024-03-27,Webcam Gamer,Informática,7,2316.79,Loja B
2023-10-17,Aspirador Plus,Eletrodomésticos,2,4633.17,Loja E
2024-02-14,Geladeira XL,Eletrodomésticos,7,3285.0,Loja C
2023-08-18,Webcam Plus,Informática,8,1780.06,Loja E
2024-02-18,Aspirador Pro,Eletrodomésticos,6,814.95,Loja C
2024-02-15,Organizador Basic,Escritório,4,3499.51,Loja D
2024-04-08,Mesa Mini,Escritório,9,2937.22,Loja E
2023-11-27,Organizador Plus,Escritório,10,2932.06,Loja B
2023-07-26,Notebook Mini,Informática,10,940.29,Loja A
2024-04-07,Mouse XL,Informática,7,1494.2,Loja C
2023-01-11,Aspirador Pro,Eletrodomésticos,6,1335.5,Loja D
2023-06-18,Home Theater Basic,TV e Áudio,8,3912.77,Loja B
2024-03-24,Webcam Basic,Informática,7,4094.62,Loja E
2024-02-18,Carregador Gamer,Celulares,4,3536.51,Loja A
2023-12-29,Aspirador Pro,Eletrodomésticos,3,4483.24,Loja D
2024-02-28,Capa Mini,Celulares,10,555.53,Loja D
2023-06-27,Capa Gamer,Celulares,10,3483.65,Loja C
2023-01-09,Mouse XL,Informática,8,1320.22,Loja A
2024-01-21,Organizador XL,Escritório,7,1084.87,Loja B
2023-11-22,TV LED Pro,TV e Áudio,9,3370.86,Loja A
2023-12-31,Geladeira Plus,Eletrodomésticos,8,1385.77,Loja A
2024-02-01,Capa Gamer,Celulares,9,477.53,Loja D
2024-01-04,Mouse XL,Informática,6,1751.9,Loja E
2024-02-19,Fone Bluetooth Mini,Celulares,10,3967.86,Loja E
2023-10-26,Monitor Plus,Informática,10,918.91,Loja B
2023-03-03,Carregador Mini,Celulares,10,2151.22,Loja E
2023-12-24,Aspirador XL,Eletrodomésticos,4,4866.45,Loja A
2023-12-25,Caixa de Som Basic,TV e Áudio,8,1540.3,Loja B
2023-09-02,Capa Pro,Celulares,8,3748.9,Loja B
2023-02-13,Luminária Basic,Escritório,3,540.08,Loja E
2023-05-13,Webcam Mini,Informática,8,3850.96,Loja E
2023-10-28,Ventilador Mini,Eletrodomésticos,7,3796.77,Loja E
2024-06-23,Notebook Plus,Informática,7,3641.23,Loja E
2024-01-19,Carregador Plus,Celulares,6,904.16,Loja C
2024-05-23,Soundbar XL,TV e Áudio,3,2924.94,Loja D
2024-03-15,Teclado XL,Informática,5,4475.64,Loja B
2023-04-08,Mesa Plus,Escritório,3,4813.35,Loja B
2023-04-08,Webcam XL,Informática,2,2473.6,Loja D
2024-05-04,Monitor Pro,Informática,2,3206.91,Loja C
2023-08-27,Teclado Mini,Informática,2,3593.24,Loja A
2023-06-01,Organizador Mini,Escritório,7,2793.58,Loja B
2023-07-21,TV LED Gamer,TV e Áudio,7,1527.95,Loja A
2024-02-22,Notebook Basic,Informática,3,2507.95,Loja B
2024-05-22,Luminária Gamer,Escritório,3,2420.44,Loja C
2023-06-05,Ventilador Plus,Eletrodomésticos,8,3556.97,Loja C
2023-04-16,Home Theater Mini,TV e Áudio,9,1471.69,Loja B
2024-02-09,Notebook Pro,Informática,3,3663.24,Loja A
2023-02-27,Teclado Plus,Informática,5,358.02,Loja B
2023-10-14,TV LED Plus,TV e Áudio,10,1787.31,Loja E
2023-10-04,Teclado Gamer,Informática,9,276.94,Loja B
2023-09-10,Home Theater Plus,TV e Áudio,9,564.05,Loja A
2023-12-02,Soundbar Plus,TV e Áudio,2,3695.38,Loja A
2023-11-05,Webcam Mini,Informática,3,2384.47,Loja E
2024-02-26,Soundbar Pro,TV e Áudio,5,1181.15,Loja E
2023-07-04,Notebook Pro,Informática,3,4823.98,Loja E
2023-05-25,Ventilador XL,Eletrodomésticos,8,601.79,Loja D
2023-04-25,Notebook Plus,Informática,5,2125.78,Loja C
2023-11-20,Smartphone Mini,Celulares,4,4071.18,Loja C
2023-05-02,Mouse Plus,Informática,10,2877.76,Loja E
2024-01-16,Webcam XL,Informática,6,135.52,Loja C
2023-03-07,Smartphone Mini,Celulares,4,2841.88,Loja E
2023-10-12,Caixa de Som XL,TV e Áudio,8,3811.86,Loja C
2024-03-02,Mouse Basic,Informática,7,2804.82,Loja E
2023-01-26,Geladeira Basic,Eletrodomésticos,2,1122.18,Loja A
2023-04-13,Geladeira Basic,Eletrodomésticos,5,4686.39,Loja B
2024-05-16,Fone Bluetooth Gamer,Celulares,9,4291.45,Loja D
2023-03-09,Geladeira XL,Eletrodomésticos,2,2633.41,Loja C
2024-06-09,Geladeira Pro,Eletrodomésticos,1,1079.47,Loja A
2023-05-08,Organizador XL,Escritório,1,1359.53,Loja D
2023-06-18,Luminária XL,Escritório,8,891.78,Loja E
2024-02-21,Teclado Gamer,Informática,10,3909.78,Loja B
2023-12-05,Teclado Pro,Informática,5,304.27,Loja D
2023-09-15,Luminária Mini,Escritório,5,2507.11,Loja D
2023-02-01,Caixa de Som Plus,TV e Áudio,1,647.78,Loja E
2023-05-31,Fone Bluetooth Plus,Celulares,3,2959.6,Loja E
2023-03-14,Mesa Gamer,Escritório,8,631.73,Loja A
2023-08-12,Teclado Basic,Informática,6,2194.6,Loja E
2023-09-30,Cadeira Mini,Escritório,6,3037.52,Loja E
2023-06-14,Ventilador Pro,Eletrodomésticos,10,4278.78,Loja D
2024-04-29,Geladeira Basic,Eletrodomésticos,8,3946.17,Loja D
2023-05-19,Mesa Gamer,Escritório,7,485.14,Loja B
2023-08-18,Mouse Basic,Informática,7,1927.42,Loja E
2023-02-17,Organizador Basic,Escritório,6,4157.12,Loja E
2023-05-31,Notebook Basic,Informática,1,1026.72,Loja E
2024-04-28,Aspirador Plus,Eletrodomésticos,6,718.8,Loja E
2023-06-29,Mouse Plus,Informática,7,4036.46,Loja D
2024-04-14,Mesa Plus,Escritório,10,1192.65,Loja B
2023-01-07,Webcam Gamer,Informática,5,1305.58,Loja A
2024-06-21,Notebook Plus,Informática,3,575.58,Loja E
2024-05-18,Aspirador Gamer,Eletrodomésticos,9,358.34,Loja A
2023-05-12,Webcam Mini,Informática,9,4604.22,Loja C
2023-06-15,Caixa de Som Pro,TV e Áudio,8,3798.3,Loja D
2023-07-05,Ventilador Mini,Eletrodomésticos,2,2897.32,Loja B
2024-06-22,Capa Plus,Celulares,2,4588.11,Loja E
2024-01-20,Ventilador XL,Eletrodomésticos,1,4653.01,Loja B
2023-09-21,Carregador Basic,Celulares,5,982.86,Loja D
2023-12-13,Aspirador Mini,Eletrodomésticos,6,987.55,Loja E
2023-06-17,Geladeira Pro,Eletrodomésticos,10,989.0,Loja E
2024-01-05,Mouse Basic,Informática,3,3195.1,Loja B
2023-09-18,Home Theater Gamer,TV e Áudio,9,4122.99,Loja A
2023-08-15,Soundbar Mini,TV e Áudio,10,3567.15,Loja E
2023-11-13,Cadeira Gamer,Escritório,1,2964.94,Loja E
2023-02-26,Webcam Basic,Informática,5,1858.8,Loja B
2023-10-08,Caixa de Som Plus,TV e Áudio,5,3715.58,Loja B
2023-02-11,Webcam Gamer,Informática,9,1256.65,Loja B
2024-05-10,Cadeira Pro,Escritório,8,171.95,Loja E
2023-04-29,Mouse Plus,Informática,2,3560.48,Loja A
2023-08-24,Mouse Gamer,Informática,6,3853.74,Loja D
2023-10-06,TV LED Basic,TV e Áudio,9,1195.56,Loja B
2023-12-25,Soundbar XL,TV e Áudio,9,2786.51,Loja A
2023-06-14,Teclado Pro,Informática,10,635.59,Loja D
2023-07-17,Mouse Mini,Informática,3,1539.03,Loja A
2024-03-18,Geladeira XL,Eletrodomésticos,6,2710.32,Loja C
2024-03-04,Organizador Gamer,Escritório,6,153.59,Loja E
2023-04-09,Carregador XL,Celulares,7,4975.03,Loja C
2024-06-18,Capa Plus,Celulares,4,2524.53,Loja E
2023-10-05,Aspirador XL,Eletrodomésticos,4,3276.19,Loja A
2023-02-18,Smartphone Basic,Celulares,7,198.76,Loja A
2023-12-05,Soundbar Plus,TV e Áudio,5,675.15,Loja C
2024-02-28,Webcam Gamer,Informática,1,988.21,Loja B
2023-07-28,TV LED Gamer,TV e Áudio,2,733.39,Loja A
2024-01-08,Liquidificador Basic,Eletrodomésticos,4,705.15,Loja B
2024-06-16,Aspirador Pro,Eletrodomésticos,4,3028.51,Loja E
2023-07-29,TV LED Basic,TV e Áudio,2,3755.64,Loja A
2024-03-28,TV LED Plus,TV e Áudio,5,1170.71,Loja D
2023-06-23,Mesa Plus,Escritório,6,3019.71,Loja E
2023-01-09,Cadeira Gamer,Escritório,7,3104.03,Loja D
2023-06-18,Luminária Gamer,Escritório,5,236.13,Loja C
2023-05-15,Soundbar XL,TV e Áudio,7,3047.77,Loja C
2023-11-06,Capa Plus,Celulares,10,1514.2,Loja D
2024-05-15,Capa XL,Celulares,1,4584.12,Loja B
2024-04-02,Ventilador Gamer,Eletrodomésticos,3,2180.45,Loja D
2023-11-07,Luminária Gamer,Escritório,9,2901.57,Loja A
2023-06-30,Caixa de Som XL,TV e Áudio,5,3660.86,Loja C
2023-01-12,Geladeira Mini,Eletrodomésticos,10,2291.66,Loja D
2023-12-05,Mesa Gamer,Escritório,2,3226.2,Loja C
2024-03-04,Ventilador XL,Eletrodomésticos,5,2839.28,Loja D
