data,produto,categoria,quantidade,preco_unitario,loja,total_venda
2023-09-28,Produto 515,Brinquedos,9,515.7,Loja D,4641.3
2023-08-06,Produto 99,Alimentos,9,1653.8,Loja A,14884.199999999999
2023-03-31,Produto 79,Livros,9,324.51,Loja C,2920.59
2023-03-20,Produto 803,Roupas,7,118.57,Loja C,829.99
2023-11-02,Produto 286,Roupas,1,2138.06,Loja E,2138.06
2024-05-27,Produto 106,Roupas,8,4897.24,Loja A,39177.92
2023-01-19,Produto 418,Eletrônicos,7,3275.64,Loja B,22929.48
2024-04-23,Produto 423,Livros,1,4379.91,Loja A,4379.91
2023-06-30,Produto 544,Eletrônicos,7,3361.76,Loja D,23532.32
2023-10-13,Produto 989,Brinquedos,7,4890.04,Loja C,34230.28
2023-01-04,Produto 937,Eletrônicos,7,2036.78,Loja E,14257.46
2024-04-28,Produto 711,Alimentos,2,4882.03,Loja C,9764.06
2024-05-04,Produto 88,Eletrônicos,9,1184.73,Loja E,10662.57
2024-03-14,Produto 312,Brinquedos,5,4432.0,Loja A,22160.0
2023-08-17,Produto 34,Alimentos,7,1820.61,Loja D,12744.269999999999
2023-08-07,Produto 293,Roupas,8,497.3,Loja A,3978.4
2023-12-01,Produto 781,Eletrônicos,9,3583.11,Loja C,32247.99
2023-11-30,Produto 724,Livros,1,2824.56,Loja D,2824.56
2023-01-15,Produto 839,Roupas,8,3192.9,Loja B,25543.2
2023-01-10,Produto 897,Eletrônicos,5,2358.61,Loja E,11793.050000000001
2023-06-12,Produto 114,Alimentos,6,2672.04,Loja A,16032.24
2023-06-28,Produto 268,Livros,3,144.35,Loja C,433.04999999999995
2024-03-25,Produto 377,Alimentos,8,901.7,Loja D,7213.6
2024-06-29,Produto 573,Alimentos,1,2330.82,Loja B,2330.82
2023-05-27,Produto 674,Brinquedos,4,1683.12,Loja B,6732.48
2024-05-09,Produto 45,Roupas,5,4983.09,Loja A,24915.45
2023-08-22,Produto 547,Alimentos,3,1010.14,Loja A,3030.42
2023-02-27,Produto 751,Roupas,6,4216.38,Loja B,25298.28
2023-09-27,Produto 565,Livros,9,308.48,Loja B,2776.32
2023-06-23,Produto 561,Brinquedos,6,1005.98,Loja E,6035.88
2024-06-08,Produto 945,Brinquedos,8,695.79,Loja A,5566.32
2023-02-08,Produto 954,Livros,10,2924.64,Loja B,29246.399999999998
2023-05-16,Produto 291,Brinquedos,5,381.92,Loja A,1909.6000000000001
2023-08-26,Produto 265,Alimentos,4,1365.32,Loja D,5461.28
2024-03-13,Produto 489,Brinquedos,9,2013.64,Loja B,18122.760000000002
2024-03-06,Produto 91,Roupas,7,854.79,Loja A,5983.53
2023-11-08,Produto 643,Eletrônicos,10,2473.21,Loja A,24732.1
2024-03-30,Produto 193,Roupas,5,930.7,Loja B,4653.5
2023-12-29,Produto 514,Livros,4,3212.33,Loja E,12849.32
2023-12-09,Produto 642,Livros,9,4400.18,Loja D,39601.62
2023-12-04,Produto 983,Eletrônicos,3,2054.74,Loja B,6164.219999999999
2024-03-28,Produto 42,Eletrônicos,2,2081.19,Loja D,4162.38
2023-12-21,Produto 10,Eletrônicos,10,4549.94,Loja A,45499.399999999994
2023-08-07,Produto 410,Roupas,6,3361.5,Loja A,20169.0
2023-05-13,Produto 113,Livros,6,1621.1,Loja A,9726.599999999999
2023-12-18,Produto 265,Eletrônicos,4,137.56,Loja C,550.24
2024-06-11,Produto 456,Brinquedos,9,3159.17,Loja D,28432.53
2024-04-26,Produto 695,Roupas,8,1660.7,Loja D,13285.6
2024-02-12,Produto 870,Livros,1,2994.88,Loja E,2994.88
2024-02-08,Produto 285,Eletrônicos,2,4264.63,Loja D,8529.26
2023-04-25,Produto 824,Roupas,10,4733.61,Loja D,47336.1
2023-03-17,Produto 469,Roupas,10,3667.7,Loja C,36677.0
2024-01-01,Produto 578,Brinquedos,3,3971.82,Loja D,11915.460000000001
2023-02-14,Produto 836,Alimentos,4,4492.78,Loja C,17971.12
2023-01-06,Produto 751,Roupas,6,4445.88,Loja B,26675.28
2023-11-06,Produto 532,Alimentos,3,428.82,Loja C,1286.46
2024-04-26,Produto 411,Livros,10,2804.01,Loja D,28040.100000000002
2023-03-02,Produto 913,Roupas,3,3963.44,Loja C,11890.32
2023-09-25,Produto 585,Livros,5,3350.32,Loja E,16751.600000000002
2023-06-20,Produto 867,Eletrônicos,3,2868.77,Loja C,8606.31
2023-05-30,Produto 262,Livros,10,2912.53,Loja E,29125.300000000003
2024-02-02,Produto 39,Roupas,8,2675.2,Loja E,21401.6
2023-05-27,Produto 657,Livros,3,602.02,Loja C,1806.06
2024-03-10,Produto 502,Livros,9,1151.75,Loja A,10365.75
2024-05-31,Produto 695,Alimentos,7,1657.0,Loja B,11599.0
2023-03-12,Produto 472,Alimentos,2,688.61,Loja C,1377.22
2023-07-23,Produto 825,Alimentos,6,4207.58,Loja C,25245.48
2023-09-12,Produto 705,Alimentos,5,4013.45,Loja B,20067.25
2023-03-25,Produto 601,Brinquedos,3,1447.96,Loja E,4343.88
2024-03-14,Produto 292,Brinquedos,7,1606.38,Loja C,11244.66
2024-02-23,Produto 798,Livros,4,2887.02,Loja D,11548.08
2023-10-22,Produto 805,Livros,7,4861.54,Loja B,34030.78
2023-08-05,Produto 840,Brinquedos,9,3997.51,Loja D,35977.590000000004
2023-08-06,Produto 626,Alimentos,9,1614.16,Loja C,14527.44
2023-01-27,Produto 665,Livros,4,4630.29,Loja E,18521.16
2023-02-23,Produto 429,Alimentos,4,2123.14,Loja D,8492.56
2023-08-26,Produto 559,Roupas,7,4325.18,Loja A,30276.260000000002
2023-05-02,Produto 204,Alimentos,7,4642.92,Loja C,32500.440000000002
2023-10-10,Produto 336,Livros,7,4087.1,Loja E,28609.7
2023-03-30,Produto 909,Livros,10,2672.18,Loja A,26721.8
2024-04-22,Produto 818,Brinquedos,6,4433.38,Loja A,26600.28
2024-05-13,Produto 869,Roupas,3,4774.66,Loja C,14323.98
2024-06-05,Produto 911,Livros,7,355.43,Loja A,2488.01
2023-11-09,Produto 420,Alimentos,9,4328.4,Loja B,38955.6
2023-11-26,Produto 883,Eletrônicos,4,3159.98,Loja E,12639.92
2023-02-25,Produto 598,Eletrônicos,10,2528.21,Loja B,25282.1
2024-04-19,Produto 769,Eletrônicos,3,3687.72,Loja B,11063.16
2024-03-15,Produto 4,Brinquedos,4,2062.0,Loja A,8248.0
2023-12-14,Produto 59,Brinquedos,5,2290.8,Loja E,11454.0
2024-01-09,Produto 543,Roupas,3,294.05,Loja D,882.1500000000001
2024-06-09,Produto 747,Livros,2,1800.22,Loja B,3600.44
2023-06-22,Produto 427,Roupas,7,2750.15,Loja C,19251.05
2023-03-26,Produto 570,Roupas,9,3660.99,Loja B,32948.909999999996
2023-06-07,Produto 671,Alimentos,8,938.67,Loja B,7509.36
2023-08-16,Produto 461,Livros,2,1638.05,Loja A,3276.1
2023-07-23,Produto 683,Livros,8,1360.9,Loja C,10887.2
2023-05-29,Produto 28,Roupas,1,1642.85,Loja B,1642.85
2023-08-16,Produto 871,Roupas,2,1469.59,Loja D,2939.18
2023-10-05,Produto 580,Roupas,7,4586.55,Loja D,32105.850000000002
2024-06-29,Produto 465,Livros,2,4649.73,Loja C,9299.46
2023-03-16,Produto 200,Eletrônicos,4,4786.42,Loja D,19145.68
2023-11-16,Produto 11,Eletrônicos,2,1365.41,Loja D,2730.82
2023-11-26,Produto 202,Livros,7,3059.59,Loja C,21417.13
2023-07-02,Produto 998,Livros,3,4179.58,Loja D,12538.74
2023-12-07,Produto 582,Alimentos,10,3681.05,Loja C,36810.5
2023-06-14,Produto 862,Livros,6,4824.21,Loja C,28945.260000000002
2023-06-14,Produto 288,Alimentos,6,2011.02,Loja C,12066.119999999999
2024-01-30,Produto 655,Roupas,2,1585.87,Loja D,3171.74
2023-11-09,Produto 597,Eletrônicos,2,537.48,Loja E,1074.96
2024-01-24,Produto 17,Livros,9,3833.39,Loja B,34500.51
2024-04-27,Produto 133,Roupas,6,794.44,Loja B,4766.64
2023-09-29,Produto 783,Brinquedos,2,4014.81,Loja E,8029.62
2023-12-24,Produto 862,Brinquedos,2,1933.4,Loja E,3866.8
2024-06-17,Produto 349,Alimentos,8,3234.45,Loja C,25875.6
2023-04-14,Produto 294,Livros,7,3131.14,Loja E,21917.98
2023-04-17,Produto 823,Livros,4,1500.62,Loja B,6002.48
2023-04-12,Produto 128,Roupas,7,4753.82,Loja D,33276.74
2024-05-15,Produto 124,Roupas,5,3735.48,Loja A,18677.4
2024-03-19,Produto 457,Brinquedos,7,1051.16,Loja B,7358.120000000001
2023-08-01,Produto 369,Livros,7,4447.66,Loja B,31133.62
2023-11-21,Produto 215,Brinquedos,9,4054.99,Loja A,36494.909999999996
2023-09-27,Produto 872,Brinquedos,9,2036.79,Loja A,18331.11
2024-06-09,Produto 123,Livros,1,2676.55,Loja B,2676.55
2024-03-19,Produto 751,Livros,7,4473.46,Loja B,31314.22
2023-09-06,Produto 106,Livros,1,1467.39,Loja A,1467.39
2024-05-26,Produto 157,Brinquedos,6,2222.78,Loja D,13336.68
2023-11-23,Produto 70,Livros,6,4918.56,Loja B,29511.36
2023-04-07,Produto 828,Roupas,7,2452.26,Loja D,17165.82
2023-03-08,Produto 184,Brinquedos,9,4718.23,Loja C,42464.06999999999
2023-05-18,Produto 565,Alimentos,7,3167.87,Loja E,22175.09
2024-06-02,Produto 679,Livros,10,3534.06,Loja A,35340.6
2023-07-11,Produto 554,Brinquedos,7,4686.7,Loja E,32806.9
2024-03-08,Produto 880,Eletrônicos,5,3961.54,Loja C,19807.7
2024-05-10,Produto 117,Alimentos,6,853.43,Loja A,5120.58
2024-02-10,Produto 660,Eletrônicos,9,4766.44,Loja B,42897.96
2023-11-19,Produto 192,Roupas,1,1542.45,Loja B,1542.45
2023-04-30,Produto 375,Livros,2,4708.25,Loja C,9416.5
2023-07-08,Produto 716,Roupas,4,932.11,Loja D,3728.44
2023-10-27,Produto 502,Livros,8,4049.95,Loja E,32399.6
2024-05-17,Produto 249,Alimentos,1,304.18,Loja E,304.18
2024-04-24,Produto 595,Livros,6,4275.8,Loja E,25654.800000000003
2023-07-27,Produto 23,Livros,1,2905.99,Loja C,2905.99
2023-10-29,Produto 763,Alimentos,2,3954.9,Loja D,7909.8
2024-05-03,Produto 490,Brinquedos,4,1312.82,Loja A,5251.28
2023-04-10,Produto 731,Alimentos,4,1492.18,Loja B,5968.72
2023-07-30,Produto 159,Roupas,5,4788.38,Loja B,23941.9
2024-02-15,Produto 245,Brinquedos,3,3519.77,Loja C,10559.31
2023-01-21,Produto 718,Roupas,4,4190.1,Loja A,16760.4
2023-10-30,Produto 113,Livros,2,438.52,Loja C,877.04
2023-07-02,Produto 113,Alimentos,1,3112.28,Loja C,3112.28
2023-07-14,Produto 13,Eletrônicos,1,2832.25,Loja C,2832.25
2023-01-09,Produto 445,Roupas,5,2488.04,Loja D,12440.2
2023-09-29,Produto 679,Livros,2,3736.2,Loja C,7472.4
2023-07-14,Produto 284,Alimentos,5,4184.77,Loja E,20923.850000000002
2024-05-07,Produto 120,Eletrônicos,7,2863.05,Loja E,20041.350000000002
2023-03-21,Produto 443,Eletrônicos,9,115.76,Loja D,1041.8400000000001
2024-03-27,Produto 681,Alimentos,2,653.13,Loja C,1306.26
2024-02-29,Produto 340,Roupas,4,45.22,Loja C,180.88
2023-08-05,Produto 759,Brinquedos,4,3393.53,Loja C,13574.12
2023-04-22,Produto 275,Brinquedos,6,3473.8,Loja B,20842.800000000003
2023-11-14,Produto 997,Brinquedos,9,656.9,Loja C,5912.099999999999
2024-03-23,Produto 223,Eletrônicos,10,3296.91,Loja D,32969.1
2024-02-20,Produto 864,Brinquedos,3,1779.32,Loja C,5337.96
2024-03-09,Produto 162,Livros,3,15.57,Loja C,46.71
2023-07-17,Produto 151,Brinquedos,10,311.53,Loja C,3115.2999999999997
2023-06-17,Produto 401,Eletrônicos,1,1075.78,Loja B,1075.78
2023-08-06,Produto 836,Livros,7,83.34,Loja D,583.38
2023-05-24,Produto 989,Roupas,5,3556.03,Loja E,17780.15
2023-07-05,Produto 871,Roupas,6,1773.46,Loja A,10640.76
2024-02-07,Produto 926,Roupas,4,3732.51,Loja C,14930.04
2024-03-08,Produto 583,Brinquedos,3,1539.51,Loja D,4618.53
2024-01-25,Produto 657,Eletrônicos,7,596.84,Loja A,4177.88
2023-06-25,Produto 442,Alimentos,5,312.13,Loja B,1560.65
2023-07-15,Produto 600,Livros,6,3403.72,Loja B,20422.32
2024-02-22,Produto 197,Alimentos,2,3147.06,Loja E,6294.12
2023-07-21,Produto 801,Roupas,6,1905.62,Loja B,11433.72
2024-01-23,Produto 761,Brinquedos,10,114.55,Loja C,1145.5
2023-12-20,Produto 687,Alimentos,7,2816.33,Loja D,19714.309999999998
2024-03-10,Produto 14,Livros,8,3292.79,Loja D,26342.32
2023-03-07,Produto 57,Eletrônicos,7,2890.41,Loja D,20232.87
2023-07-30,Produto 197,Brinquedos,4,4258.49,Loja C,17033.96
2024-04-25,Produto 845,Roupas,8,3115.43,Loja A,24923.44
2024-01-06,Produto 806,Brinquedos,5,4107.28,Loja A,20536.399999999998
2024-03-17,Produto 163,Eletrônicos,1,1533.63,Loja A,1533.63
2023-11-24,Produto 105,Alimentos,8,97.25,Loja A,778.0
2023-11-28,Produto 249,Livros,3,3737.86,Loja A,11213.58
2024-05-24,Produto 115,Alimentos,8,3886.5,Loja D,31092.0
2023-02-07,Produto 987,Eletrônicos,4,3862.04,Loja A,15448.16
2023-07-23,Produto 713,Roupas,1,2342.17,Loja C,2342.17
2023-07-20,Produto 561,Eletrônicos,4,958.6,Loja E,3834.4
2023-10-09,Produto 247,Roupas,1,1115.66,Loja D,1115.66
2023-02-24,Produto 738,Livros,3,3605.55,Loja E,10816.650000000001
2024-03-25,Produto 578,Brinquedos,4,4477.66,Loja E,17910.64
2024-06-27,Produto 473,Eletrônicos,4,730.1,Loja D,2920.4
2023-01-03,Produto 609,Eletrônicos,7,4449.82,Loja D,31148.739999999998
2023-12-28,Produto 142,Roupas,2,4133.39,Loja D,8266.78
2023-03-09,Produto 986,Brinquedos,10,3082.52,Loja C,30825.2
2023-02-09,Produto 900,Roupas,4,97.43,Loja B,389.72
2023-01-03,Produto 546,Brinquedos,6,3034.58,Loja D,18207.48
2024-04-04,Produto 230,Alimentos,1,1347.19,Loja C,1347.19
2023-10-29,Produto 87,Livros,2,2317.08,Loja C,4634.16
2023-04-05,Produto 463,Livros,1,4151.32,Loja D,4151.32
2024-01-15,Produto 127,Livros,1,1451.72,Loja A,1451.72
2023-04-07,Produto 16,Alimentos,1,3603.37,Loja A,3603.37
2023-01-20,Produto 873,Roupas,6,4230.55,Loja B,25383.300000000003
2023-12-17,Produto 79,Roupas,8,755.06,Loja A,6040.48
2023-03-25,Produto 909,Brinquedos,2,2364.51,Loja D,4729.02
2023-06-01,Produto 438,Eletrônicos,5,1826.71,Loja D,9133.55
2023-12-25,Produto 952,Eletrônicos,8,2724.34,Loja B,21794.72
2023-05-19,Produto 878,Roupas,5,2078.35,Loja D,10391.75
2024-06-28,Produto 390,Brinquedos,5,1892.54,Loja C,9462.7
2024-06-16,Produto 279,Livros,7,507.53,Loja C,3552.71
2024-05-06,Produto 103,Eletrônicos,8,937.99,Loja D,7503.92
2024-06-13,Produto 170,Roupas,5,1852.35,Loja E,9261.75
2023-02-09,Produto 945,Eletrônicos,8,2066.95,Loja E,16535.6
2023-02-06,Produto 36,Alimentos,8,1418.67,Loja D,11349.36
2023-10-06,Produto 790,Brinquedos,3,2353.41,Loja B,7060.23
2024-06-24,Produto 672,Roupas,7,1277.58,Loja C,8943.06
2023-02-16,Produto 505,Eletrônicos,2,3322.29,Loja A,6644.58
2023-04-25,Produto 932,Alimentos,4,2599.26,Loja D,10397.04
2023-05-09,Produto 384,Brinquedos,5,4244.22,Loja C,21221.100000000002
2023-09-25,Produto 235,Roupas,1,4699.35,Loja C,4699.35
2024-03-24,Produto 648,Brinquedos,6,2032.5,Loja E,12195.0
2023-07-04,Produto 183,Alimentos,4,2326.56,Loja B,9306.24
2023-10-08,Produto 519,Eletrônicos,8,4336.57,Loja E,34692.56
2023-04-12,Produto 644,Alimentos,5,1862.14,Loja A,9310.7
2023-03-19,Produto 691,Brinquedos,1,215.45,Loja B,215.45
2024-04-19,Produto 866,Roupas,7,888.08,Loja D,6216.56
2023-10-29,Produto 863,Roupas,8,1788.35,Loja E,14306.8
2023-09-06,Produto 488,Alimentos,4,4097.35,Loja D,16389.4
2024-03-30,Produto 277,Alimentos,7,4871.27,Loja D,34098.89
2024-06-20,Produto 306,Brinquedos,4,4051.37,Loja A,16205.48
2023-01-19,Produto 123,Brinquedos,6,1996.39,Loja D,11978.34
2024-01-10,Produto 457,Eletrônicos,7,1085.1,Loja A,7595.699999999999
2023-12-31,Produto 152,Livros,5,2167.76,Loja B,10838.800000000001
2023-09-30,Produto 917,Alimentos,4,4667.21,Loja C,18668.84
2024-01-04,Produto 288,Brinquedos,10,129.2,Loja E,1292.0
2023-11-05,Produto 559,Brinquedos,10,4912.15,Loja C,49121.5
2023-10-21,Produto 251,Alimentos,2,2688.22,Loja C,5376.44
2024-03-28,Produto 934,Eletrônicos,7,2831.62,Loja A,19821.34
2023-05-19,Produto 680,Livros,3,792.93,Loja B,2378.79
2023-12-26,Produto 923,Roupas,4,4743.01,Loja A,18972.04
2023-03-16,Produto 781,Alimentos,7,778.77,Loja B,5451.389999999999
2024-02-28,Produto 202,Alimentos,10,3100.44,Loja D,31004.4
2023-06-05,Produto 780,Brinquedos,2,3980.37,Loja C,7960.74
2024-06-06,Produto 609,Livros,5,4618.98,Loja A,23094.899999999998
2024-06-29,Produto 962,Brinquedos,6,851.45,Loja C,5108.700000000001
2023-11-03,Produto 766,Roupas,1,3639.03,Loja C,3639.03
2024-01-17,Produto 141,Brinquedos,8,4203.28,Loja E,33626.24
2023-08-01,Produto 356,Eletrônicos,2,2765.92,Loja A,5531.84
2023-05-08,Produto 595,Alimentos,4,1254.67,Loja E,5018.68
2024-05-12,Produto 224,Roupas,5,586.7,Loja C,2933.5
2023-06-13,Produto 524,Roupas,4,1472.15,Loja E,5888.6
2023-04-19,Produto 985,Eletrônicos,10,4184.73,Loja A,41847.299999999996
2024-02-12,Produto 318,Brinquedos,9,3678.51,Loja B,33106.590000000004
2023-03-14,Produto 258,Brinquedos,3,1830.94,Loja B,5492.82
2024-05-06,Produto 524,Eletrônicos,8,2208.27,Loja E,17666.16
2023-05-21,Produto 155,Brinquedos,1,335.99,Loja C,335.99
2023-02-25,Produto 468,Roupas,5,1288.29,Loja C,6441.45
2024-01-11,Produto 955,Alimentos,2,1907.36,Loja A,3814.72
2024-06-18,Produto 451,Alimentos,6,1930.26,Loja C,11581.56
2023-06-06,Produto 441,Livros,2,474.13,Loja A,948.26
2024-02-26,Produto 89,Brinquedos,3,996.91,Loja B,2990.73
2023-07-05,Produto 584,Livros,8,2677.97,Loja A,21423.76
2024-03-07,Produto 176,Eletrônicos,1,1318.56,Loja E,1318.56
2024-01-21,Produto 536,Brinquedos,1,654.44,Loja E,654.44
2024-05-28,Produto 313,Alimentos,3,3317.61,Loja A,9952.83
2023-01-19,Produto 384,Livros,6,3970.12,Loja D,23820.72
2023-11-27,Produto 741,Roupas,3,3561.17,Loja A,10683.51
2023-07-09,Produto 235,Brinquedos,6,1859.34,Loja D,11156.039999999999
2024-04-01,Produto 313,Livros,5,928.07,Loja E,4640.35
2023-08-12,Produto 631,Brinquedos,7,4285.0,Loja B,29995.0
2024-01-21,Produto 931,Roupas,10,1902.69,Loja E,19026.9
2023-08-22,Produto 105,Eletrônicos,5,1467.63,Loja A,7338.150000000001
2024-01-23,Produto 558,Brinquedos,2,2925.07,Loja E,5850.14
2023-06-28,Produto 446,Roupas,4,1921.3,Loja D,7685.2
2023-02-06,Produto 319,Eletrônicos,9,2130.71,Loja E,19176.39
2023-08-12,Produto 26,Eletrônicos,1,266.11,Loja B,266.11
2024-02-21,Produto 16,Eletrônicos,6,2405.86,Loja C,14435.16
2024-05-24,Produto 141,Alimentos,3,3315.54,Loja B,9946.619999999999
2024-04-03,Produto 493,Eletrônicos,10,1862.53,Loja C,18625.3
2024-02-07,Produto 910,Alimentos,6,3068.29,Loja B,18409.739999999998
2023-06-16,Produto 300,Eletrônicos,5,202.8,Loja A,1014.0
2023-06-21,Produto 77,Livros,9,3794.53,Loja C,34150.770000000004
2023-02-19,Produto 696,Roupas,2,1617.74,Loja C,3235.48
2023-03-07,Produto 882,Brinquedos,5,3748.03,Loja D,18740.15
2023-12-01,Produto 905,Brinquedos,2,371.17,Loja E,742.34
2023-01-25,Produto 821,Roupas,2,3067.25,Loja B,6134.5
2023-12-15,Produto 82,Eletrônicos,7,760.3,Loja C,5322.099999999999
2023-12-14,Produto 803,Eletrônicos,1,3989.59,Loja B,3989.59
2023-11-09,Produto 640,Alimentos,1,3233.95,Loja B,3233.95
2023-05-24,Produto 928,Alimentos,4,2297.57,Loja C,9190.28
2024-06-09,Produto 294,Roupas,3,2842.65,Loja A,8527.95
2023-07-11,Produto 645,Alimentos,8,630.69,Loja D,5045.52
2024-06-11,Produto 316,Alimentos,5,2186.49,Loja B,10932.449999999999
2023-12-13,Produto 427,Livros,2,2128.95,Loja B,4257.9
2023-06-20,Produto 31,Roupas,7,3149.71,Loja B,22047.97
2024-01-13,Produto 618,Roupas,6,1785.8,Loja D,10714.8
2024-04-28,Produto 310,Brinquedos,9,2157.73,Loja B,19419.57
2023-06-02,Produto 939,Brinquedos,8,3725.96,Loja B,29807.68
2024-03-24,Produto 481,Eletrônicos,3,4485.65,Loja E,13456.949999999999
2023-07-19,Produto 263,Alimentos,8,4045.72,Loja E,32365.76
2023-08-07,Produto 483,Eletrônicos,10,4206.52,Loja C,42065.200000000004
2023-02-24,Produto 714,Livros,10,2187.57,Loja D,21875.7
2023-01-10,Produto 795,Eletrônicos,4,3686.76,Loja B,14747.04
2023-01-08,Produto 830,Livros,3,1487.76,Loja A,4463.28
2023-08-28,Produto 49,Brinquedos,2,1612.27,Loja B,3224.54
2023-09-04,Produto 720,Brinquedos,1,810.57,Loja A,810.57
2024-03-23,Produto 211,Roupas,8,2133.37,Loja A,17066.96
2023-07-27,Produto 654,Roupas,5,2658.91,Loja D,13294.55
2023-08-18,Produto 981,Brinquedos,6,1765.49,Loja C,10592.94
2024-01-13,Produto 683,Livros,9,4254.99,Loja B,38294.909999999996
2023-04-16,Produto 361,Eletrônicos,2,4504.54,Loja A,9009.08
2024-03-16,Produto 899,Brinquedos,1,4623.88,Loja C,4623.88
2023-03-30,Produto 7,Alimentos,8,4125.25,Loja D,33002.0
2023-08-23,Produto 71,Alimentos,1,428.81,Loja D,428.81
2023-12-30,Produto 515,Roupas,10,715.14,Loja C,7151.4
2023-10-23,Produto 529,Roupas,9,1707.94,Loja C,15371.460000000001
2023-08-03,Produto 593,Brinquedos,6,3028.87,Loja C,18173.22
2024-02-28,Produto 347,Alimentos,8,1052.89,Loja A,8423.12
2023-03-22,Produto 445,Brinquedos,4,2078.6,Loja C,8314.4
2023-02-14,Produto 565,Alimentos,9,4315.35,Loja A,38838.15
2023-07-04,Produto 725,Livros,10,237.08,Loja C,2370.8
2024-05-14,Produto 94,Brinquedos,6,3603.97,Loja A,21623.82
2023-03-08,Produto 177,Eletrônicos,8,557.34,Loja A,4458.72
2023-07-11,Produto 648,Brinquedos,3,993.6,Loja C,2980.8
2024-05-23,Produto 634,Roupas,8,1233.52,Loja C,9868.16
2023-07-22,Produto 905,Eletrônicos,7,948.53,Loja B,6639.71
2023-05-01,Produto 839,Livros,7,4303.0,Loja D,30121.0
2023-04-25,Produto 49,Eletrônicos,6,4189.3,Loja C,25135.800000000003
2024-01-07,Produto 198,Eletrônicos,7,4513.87,Loja E,31597.09
2023-09-10,Produto 160,Livros,3,2448.85,Loja D,7346.549999999999
2024-03-31,Produto 691,Alimentos,3,2884.7,Loja E,8654.099999999999
2023-02-20,Produto 988,Eletrônicos,3,3367.23,Loja D,10101.69
2024-06-06,Produto 951,Roupas,1,3770.96,Loja D,3770.96
2024-03-25,Produto 496,Roupas,6,3428.1,Loja B,20568.6
2024-02-06,Produto 296,Livros,10,2624.28,Loja A,26242.800000000003
2023-07-01,Produto 15,Roupas,1,2330.91,Loja C,2330.91
2024-05-02,Produto 336,Alimentos,10,1558.87,Loja E,15588.699999999999
2023-03-27,Produto 710,Roupas,9,692.78,Loja A,6235.0199999999995
2023-01-28,Produto 571,Alimentos,7,3715.84,Loja C,26010.88
2024-05-28,Produto 137,Livros,7,4176.87,Loja D,29238.09
2023-07-31,Produto 257,Roupas,7,4397.52,Loja D,30782.640000000003
2023-09-05,Produto 733,Roupas,1,158.76,Loja E,158.76
2023-03-06,Produto 354,Eletrônicos,8,4223.58,Loja E,33788.64
2024-03-02,Produto 268,Brinquedos,8,2104.7,Loja E,16837.6
2024-02-01,Produto 176,Alimentos,8,2067.35,Loja D,16538.8
2023-10-29,Produto 227,Livros,4,3663.11,Loja B,14652.44
2023-03-02,Produto 673,Livros,9,3079.85,Loja B,27718.649999999998
2024-02-15,Produto 458,Eletrônicos,7,4466.7,Loja C,31266.899999999998
2023-03-12,Produto 953,Eletrônicos,5,3850.9,Loja E,19254.5
2023-04-30,Produto 54,Brinquedos,4,3497.88,Loja B,13991.52
2023-06-16,Produto 288,Livros,3,4333.33,Loja C,12999.99
2024-01-08,Produto 499,Alimentos,9,4092.37,Loja A,36831.33
2023-01-31,Produto 668,Alimentos,6,91.38,Loja A,548.28
2024-01-04,Produto 355,Eletrônicos,3,2647.03,Loja E,7941.09
2023-06-25,Produto 311,Eletrônicos,5,2187.95,Loja D,10939.75
2024-02-12,Produto 365,Eletrônicos,4,2403.41,Loja E,9613.64
2023-10-25,Produto 649,Brinquedos,9,1799.29,Loja C,16193.61
2023-09-20,Produto 873,Alimentos,1,3039.22,Loja A,3039.22
2023-07-09,Produto 17,Alimentos,6,1344.42,Loja A,8066.52
2023-12-08,Produto 8,Livros,1,3931.03,Loja A,3931.03
2023-09-12,Produto 362,Brinquedos,8,2094.4,Loja E,16755.2
2023-05-19,Produto 303,Alimentos,3,771.77,Loja D,2315.31
2024-02-10,Produto 165,Eletrônicos,7,1548.58,Loja E,10840.06
2023-10-07,Produto 420,Livros,2,4071.09,Loja D,8142.18
2023-06-23,Produto 72,Livros,8,460.17,Loja B,3681.36
2023-07-18,Produto 619,Roupas,5,2547.02,Loja C,12735.1
2023-03-14,Produto 943,Roupas,5,2645.35,Loja C,13226.75
2023-06-02,Produto 739,Eletrônicos,5,4099.06,Loja C,20495.300000000003
2023-06-04,Produto 310,Roupas,10,604.74,Loja C,6047.4
2024-02-10,Produto 320,Livros,10,2382.51,Loja A,23825.100000000002
2023-12-05,Produto 597,Roupas,7,4198.06,Loja E,29386.420000000002
2023-08-19,Produto 663,Brinquedos,6,24.63,Loja D,147.78
2024-06-15,Produto 112,Livros,3,3517.86,Loja A,10553.58
2023-02-22,Produto 775,Brinquedos,4,1125.95,Loja E,4503.8
2023-09-06,Produto 241,Alimentos,7,1797.75,Loja C,12584.25
2024-06-12,Produto 610,Roupas,9,4358.78,Loja D,39229.02
2023-01-17,Produto 772,Brinquedos,3,209.88,Loja B,629.64
2023-01-09,Produto 806,Alimentos,10,3432.1,Loja C,34321.0
2023-04-23,Produto 549,Roupas,2,3500.09,Loja A,7000.18
2024-01-18,Produto 760,Eletrônicos,7,3961.28,Loja C,27728.960000000003
2023-02-23,Produto 640,Roupas,2,979.46,Loja E,1958.92
2024-04-03,Produto 703,Livros,7,4669.44,Loja D,32686.079999999998
2023-10-07,Produto 221,Roupas,10,3350.73,Loja C,33507.3
